Transaction_ID,Transaction_Date,Transaction_Time,Branch_ID,Customer_ID,Product_ID,Quantity,Unit_Price_KES,Discount_Percent,VAT_Percent,Payment_Method,Mpesa_Reference,Sales_Channel,Salesperson_ID,Delivery_Fee_KES,Order_Status
TXN011693,2026-03-31,17:23:54,BR008,CUST01845,PROD033,1,159.93,0,0.16,M-Pesa,RYDPVTHDP3,Physical Store,EMP044,0,Completed
TXN011694,2025-11-27,12:29:22,BR008,CUST00891,PROD048,4,793.62,0,0.16,M-Pesa,M4MURQVXVN,Physical Store,EMP032,0,Completed
TXN011695,2025-01-27,14:18:22,BR003,CUST02897,PROD113,1,737.13,0,0.16,Card,,Physical Store,EMP027,0,Completed
TXN011696,2026-08-19,09:34:15,BR007,CUST00953,PROD026,2,87.49,0.1,0.16,M-Pesa,QOFHEI2R1T,Physical Store,EMP007,0,Completed
TXN011697,2025-08-28,14:00:53,BR001,CUST01292,PROD072,2,612.62,0,0.16,M-Pesa,6GO5YAMFGT,Online,EMP013,250,Completed
TXN011698,2025-12-07,12:16:33,BR007,CUST01786,PROD061,2,2085.25,0,0.16,Cash,,Physical Store,EMP019,0,Completed
TXN011699,2025-03-19,14:47:37,BR010,CUST00704,PROD023,2,1451.92,0.15,0.16,M-Pesa,0VSP34P5R3,Physical Store,EMP046,0,Completed
TXN011700,2025-01-29,13:27:32,BR010,CUST02726,PROD097,1,125.84,0.05,0.16,M-Pesa,2OYAT3MDTD,Physical Store,EMP034,0,Completed
TXN011701,2026-05-09,12:18:24,BR003,CUST02810,PROD105,1,329.06,0.15,0.16,M-Pesa,ILUA2358G7,Physical Store,EMP003,0,Completed
TXN011702,2026-01-07,15:56:13,BR001,CUST02297,PROD058,1,86.5,0.05,0.16,M-Pesa,QG8OIKKCXH,Physical Store,EMP013,0,Completed
TXN011703,2026-08-13,19:18:45,BR008,CUST02124,PROD045,6,1203.08,0,0.16,Bank Transfer,,WhatsApp Order,EMP056,300,Completed
TXN011704,2025-05-25,20:04:58,BR001,CUST01300,PROD043,3,326.85,0.1,0.16,M-Pesa,PPNFQPJJCM,Physical Store,EMP049,0,Completed
TXN011705,2025-08-20,16:10:54,BR012,CUST02441,PROD058,2,82.45,0.05,0.16,M-Pesa,W3PNHBXJVX,Physical Store,EMP060,0,Completed
TXN011706,2026-01-29,20:29:31,BR001,CUST01560,PROD057,3,61.82,0,0.16,M-Pesa,O8RDTCIEJW,Physical Store,EMP013,0,Completed
TXN011707,2025-02-18,13:46:35,BR001,CUST00370,PROD041,3,311.59,0.15,0.16,M-Pesa,9UC87ZR0TY,Online,EMP049,250,Completed
TXN011708,2025-10-25,11:35:59,BR007,CUST00476,PROD092,10,295.87,0.05,0.16,Card,,Physical Store,EMP007,0,Completed
TXN011709,2026-08-29,16:04:02,BR010,CUST02370,PROD006,3,517.05,0,0.16,M-Pesa,QG1XW0GDZZ,Physical Store,EMP034,0,Completed
TXN011710,2026-08-04,14:10:17,BR003,CUST00451,PROD025,5,57.01,0.1,0.16,M-Pesa,2CLDEB75PM,WhatsApp Order,EMP003,350,Completed
TXN011711,2026-07-03,10:26:04,BR008,CUST01179,PROD047,1,618.59,0.05,0.16,M-Pesa,84VZUYY4OZ,Physical Store,EMP032,0,Completed
TXN011712,2025-12-09,14:20:03,BR001,CUST00301,PROD068,3,573.17,0.1,0.16,Card,,Physical Store,EMP049,0,Refunded
TXN011713,2026-05-09,20:34:08,BR002,CUST02842,PROD074,1,301.65,0.05,0.16,M-Pesa,YFRG65H1RV,Physical Store,EMP002,0,Completed
TXN011714,2025-10-30,19:45:40,BR004,CUST01885,PROD094,3,70.93,0,0.16,M-Pesa,5YXOT77K5H,Physical Store,EMP016,0,Completed
TXN011715,2026-02-16,19:47:36,BR008,CUST01486,PROD092,8,282.31,0.1,0.16,M-Pesa,L7EON19H4E,Physical Store,EMP032,0,Completed
TXN011716,2026-03-02,08:38:53,BR008,CUST02718,PROD083,8,155.59,0.1,0.16,M-Pesa,YRNT08OA6D,WhatsApp Order,EMP056,150,Completed
TXN011717,2026-04-06,17:00:27,BR012,CUST01477,PROD079,1,1129.33,0.05,0.16,Card,,Physical Store,EMP048,0,Completed
TXN011718,2025-07-18,16:59:51,BR004,CUST02869,PROD035,1,399.28,0.05,0.16,M-Pesa,MT9U9XGEEI,Physical Store,EMP016,0,Completed
TXN011719,2026-02-17,12:08:13,BR003,CUST02150,PROD092,4,294.1,0,0.16,M-Pesa,6W0L1067UK,WhatsApp Order,EMP039,200,Completed
TXN011720,2025-07-26,14:24:14,BR001,CUST00590,PROD051,1,217.03,0.05,0.16,Card,,Online,EMP049,400,Completed
TXN011721,2026-06-26,11:31:35,BR010,CUST02592,PROD008,2,515.49,0,0.16,M-Pesa,ROP6I6SL7A,Physical Store,EMP010,0,Cancelled
TXN011722,2025-02-10,08:44:35,BR003,CUST02300,PROD091,2,269.46,0.05,0.16,Card,,Online,EMP051,200,Completed
TXN011723,2026-03-31,11:02:33,BR012,CUST01217,PROD018,1,244.66,0.15,0.16,Cash,,Physical Store,EMP012,0,Completed
TXN011724,2026-08-12,18:40:18,BR003,CUST02509,PROD098,3,149.95,0.1,0.16,Card,,Physical Store,EMP027,0,Completed
TXN011725,2025-12-17,17:31:51,BR008,CUST02744,PROD073,4,310.82,0.1,0.16,M-Pesa,IU2IIS1NJO,Physical Store,EMP044,0,Completed
TXN011726,2026-07-25,15:13:01,BR008,CUST00893,PROD001,1,207.9,0,0.16,Card,,Online,EMP032,150,Completed
TXN011727,2025-11-30,11:19:32,BR008,CUST00372,PROD051,4,222.95,0.05,0.16,M-Pesa,FP8M3PE4AV,Physical Store,EMP020,0,Completed
TXN011728,2025-01-24,16:53:30,BR003,CUST01645,PROD069,1,3592.81,0.05,0.16,M-Pesa,KJ8HF8KWZ8,Online,EMP039,350,Completed
TXN011729,2025-01-03,10:38:57,BR004,CUST00946,PROD097,1,129.08,0.1,0.16,Cash,,Physical Store,EMP028,0,Completed
TXN011730,2026-06-12,10:03:56,BR011,CUST02315,PROD051,2,214.66,0.1,0.16,Bank Transfer,,Physical Store,EMP035,0,Completed
TXN011731,2026-04-14,12:17:35,BR006,CUST00300,PROD055,1,1600.52,0.05,0.16,Card,,Online,EMP042,200,Completed
TXN011732,2025-08-12,16:25:42,BR004,CUST01875,PROD064,4,1530.84,0.05,0.16,M-Pesa,0O17XCB1Z8,Online,EMP052,300,Completed
TXN011733,2025-02-12,12:17:06,BR002,CUST01554,PROD041,5,296.85,0.05,0.16,M-Pesa,R2CANX195X,Physical Store,EMP002,0,Completed
TXN011734,2026-05-24,12:40:14,BR002,CUST02569,PROD094,3,69.77,0,0.16,M-Pesa,G334022IKN,Online,EMP050,250,Completed
TXN011735,2026-05-27,13:52:13,BR004,CUST02002,PROD009,2,300.92,0.05,0.16,M-Pesa,TY38CWTPRX,Physical Store,EMP004,0,Completed
TXN011736,2025-09-15,11:59:57,BR005,CUST00634,PROD024,3,807.84,0,0.16,Card,,Physical Store,EMP041,0,Completed
TXN011737,2026-07-07,18:52:00,BR007,CUST02333,PROD043,4,313.75,0.05,0.16,M-Pesa,434XT89GQL,Physical Store,EMP043,0,Completed
TXN011738,2025-01-14,16:31:45,BR012,CUST00029,PROD082,2,220.07,0,0.16,Bank Transfer,,Physical Store,EMP024,0,Completed
TXN011739,2025-03-18,17:15:52,BR008,CUST00966,PROD120,3,1048.54,0.05,0.16,Cash,,Physical Store,EMP056,0,Completed
TXN011740,2025-11-11,13:39:11,BR008,CUST01713,PROD010,8,318.75,0,0.16,M-Pesa,H4Y5FH7A87,Physical Store,EMP008,0,Completed
TXN011741,2025-11-25,14:22:40,BR011,CUST02030,PROD073,2,315.88,0.15,0.16,Card,,Physical Store,EMP047,0,Completed
TXN011742,2025-12-11,12:04:42,BR004,CUST01910,PROD095,2,273.03,0.05,0.16,M-Pesa,U3BTIO444R,Physical Store,EMP016,0,Completed
TXN011743,2025-09-25,19:07:07,BR005,CUST00875,PROD064,3,1481.18,0.05,0.16,M-Pesa,LV05CLE7BI,Online,EMP053,200,Completed
TXN011744,2025-06-01,10:18:26,BR007,CUST02424,PROD089,1,91.89,0.05,0.16,M-Pesa,I6YQT46L1A,Physical Store,EMP055,0,Cancelled
TXN011745,2026-06-29,13:08:41,BR011,CUST02373,PROD008,1,491.91,0,0.16,M-Pesa,GB7ZGN9RWF,Online,EMP047,200,Completed
TXN011746,2025-03-01,08:24:13,BR006,CUST00967,PROD103,1,574.54,0,0.16,Cash,,Online,EMP030,250,Completed
TXN011747,2025-01-26,16:27:48,BR004,CUST01770,PROD075,4,333.69,0.1,0.16,M-Pesa,23KORSELP9,Physical Store,EMP040,0,Completed
TXN011748,2025-01-11,15:25:21,BR003,CUST01173,PROD075,1,324.09,0.05,0.16,Card,,Physical Store,EMP051,0,Completed
TXN011749,2025-09-04,12:17:51,BR002,CUST00410,PROD048,1,793.03,0,0.16,M-Pesa,N9YJA9KRM0,Online,EMP038,300,Completed
TXN011750,2025-09-15,14:49:03,BR002,CUST01298,PROD113,2,704.48,0,0.16,M-Pesa,ZNLP0P2B6H,Online,EMP038,400,Completed
TXN011751,2026-03-01,12:18:12,BR005,CUST00509,PROD069,3,3551.4,0.15,0.16,M-Pesa,GAMPZ90XPL,Physical Store,EMP053,0,Completed
TXN011752,2025-11-14,10:30:50,BR007,CUST02293,PROD033,1,156.71,0,0.16,Card,,Online,EMP019,200,Completed
TXN011753,2025-01-10,11:52:30,BR009,CUST02665,PROD071,4,926.86,0.15,0.16,Cash,,WhatsApp Order,EMP033,250,Completed
TXN011754,2025-01-23,15:21:38,BR011,CUST00573,PROD063,4,488.93,0.1,0.16,Bank Transfer,,Physical Store,EMP035,0,Completed
TXN011755,2025-07-05,19:30:20,BR004,CUST01605,PROD074,2,300.93,0,0.16,M-Pesa,EDBAX4OOEA,Physical Store,EMP028,0,Completed
TXN011756,2026-04-19,08:58:52,BR003,CUST00045,PROD011,3,496.25,0.1,0.16,Bank Transfer,,Physical Store,EMP027,0,Cancelled
TXN011757,2025-08-21,09:05:25,BR007,CUST01599,PROD027,1,221.99,0,0.16,M-Pesa,7KSG1JHWDV,Online,EMP031,350,Completed
TXN011758,2025-07-02,09:51:39,BR011,CUST00767,PROD067,3,193.64,0,0.16,Cash,,Physical Store,EMP035,0,Completed
TXN011759,2026-05-26,17:12:08,BR006,CUST01736,PROD019,2,236.21,0.05,0.16,M-Pesa,18T3CN96P9,Physical Store,EMP030,0,Completed
TXN011760,2026-05-17,08:45:55,BR011,CUST02710,PROD013,2,2236.24,0.1,0.16,M-Pesa,APL9JXWUYI,Physical Store,EMP023,0,Completed
TXN011761,2025-09-29,15:25:00,BR012,CUST00602,PROD043,2,310.98,0.05,0.16,Cash,,Physical Store,EMP060,0,Completed
TXN011762,2025-08-17,12:45:36,BR001,CUST02227,PROD082,1,227.18,0.15,0.16,Cash,,Physical Store,EMP049,0,Completed
TXN011763,2026-04-20,20:07:18,BR003,CUST01219,PROD036,2,568.78,0,0.16,M-Pesa,DI1U1IUCLR,Physical Store,EMP039,0,Completed
TXN011764,2025-12-31,08:13:15,BR003,CUST02235,PROD108,1,167.61,0.1,0.16,M-Pesa,WBHG0XQGH7,Physical Store,EMP027,0,Completed
TXN011765,2025-04-07,12:49:00,BR012,CUST01160,PROD035,3,408.92,0.1,0.16,Cash,,Physical Store,EMP048,0,Completed
TXN011766,2025-10-14,17:38:38,BR009,CUST00522,PROD082,2,228.39,0,0.16,Card,,Physical Store,EMP009,0,Completed
TXN011767,2025-09-13,16:19:55,BR004,CUST01440,PROD065,2,155.83,0.1,0.16,M-Pesa,YN48LU50U0,Physical Store,EMP040,0,Completed
TXN011768,2025-06-04,09:12:55,BR012,CUST02371,PROD113,3,722.38,0,0.16,M-Pesa,T0KHZ4AGQV,WhatsApp Order,EMP012,300,Completed
TXN011769,2026-06-25,18:13:23,BR001,CUST02760,PROD047,2,616.84,0.15,0.16,Card,,Physical Store,EMP001,0,Completed
TXN011770,2025-03-17,19:18:48,BR007,CUST02714,PROD025,5,54.27,0.05,0.16,M-Pesa,0W2T1M3FJZ,WhatsApp Order,EMP007,400,Completed
TXN011771,2025-10-05,13:00:04,BR007,CUST01788,PROD114,1,213.32,0.05,0.16,M-Pesa,MY3VF9TJZU,Physical Store,EMP007,0,Completed
TXN011772,2026-06-15,09:27:06,BR001,CUST01751,PROD004,8,569.42,0,0.16,M-Pesa,YN0F08AO4S,Online,EMP049,400,Completed
TXN011773,2025-03-17,13:30:40,BR007,CUST02510,PROD060,2,410.08,0,0.16,M-Pesa,3I8KH1XDM3,Physical Store,EMP019,0,Completed
TXN011774,2025-10-28,20:07:36,BR010,CUST02956,PROD113,1,725.96,0.15,0.16,M-Pesa,TAPD7VRRQG,Online,EMP010,350,Completed
TXN011775,2025-09-20,16:56:14,BR005,CUST02068,PROD051,1,217.02,0,0.16,M-Pesa,D23Z8P02ZL,Physical Store,EMP053,0,Completed
TXN011776,2025-06-08,14:34:16,BR005,CUST00597,PROD075,1,317.81,0,0.16,M-Pesa,LJH8UKEV3C,Online,EMP041,200,Completed
TXN011777,2025-09-26,14:19:03,BR001,CUST02937,PROD046,2,98.13,0,0.16,M-Pesa,OWB3JP4VZ9,Online,EMP037,300,Completed
TXN011778,2025-09-19,16:09:53,BR003,CUST00945,PROD079,1,1133.78,0,0.16,M-Pesa,VABZJN05Z1,Physical Store,EMP015,0,Completed
TXN011779,2025-03-10,13:57:16,BR011,CUST01264,PROD008,5,524.21,0,0.16,Bank Transfer,,Physical Store,EMP035,0,Completed
TXN011780,2025-05-13,09:20:53,BR006,CUST00677,PROD027,6,213.79,0,0.16,Cash,,Online,EMP054,200,Completed
TXN011781,2025-02-07,17:21:45,BR003,CUST01924,PROD090,1,48.88,0.15,0.16,M-Pesa,BT9GOH6OO4,Online,EMP003,150,Completed
TXN011782,2025-05-15,17:53:41,BR005,CUST01115,PROD048,2,772.63,0,0.16,Cash,,Physical Store,EMP005,0,Completed
TXN011783,2025-03-09,16:03:23,BR004,CUST02311,PROD027,6,228.48,0,0.16,M-Pesa,YIBACAP8GX,WhatsApp Order,EMP028,300,Completed
TXN011784,2025-08-13,16:51:19,BR011,CUST00311,PROD065,6,149.72,0.05,0.16,M-Pesa,2JZDRT9QLE,Physical Store,EMP035,0,Completed
TXN011785,2025-10-02,20:04:52,BR007,CUST00500,PROD042,1,240.6,0,0.16,M-Pesa,0RY33HPIEW,Physical Store,EMP019,0,Completed
TXN011786,2026-03-03,11:41:56,BR009,CUST00586,PROD065,6,151.67,0,0.16,M-Pesa,58JB324WOQ,Physical Store,EMP057,0,Completed
TXN011787,2026-01-18,08:11:04,BR002,CUST01618,PROD108,3,165.58,0,0.16,M-Pesa,RYMU43UABW,Online,EMP050,300,Completed
TXN011788,2025-05-09,13:20:13,BR003,CUST02982,PROD098,3,147.65,0,0.16,Card,,Online,EMP027,200,Completed
TXN011789,2025-06-17,16:06:13,BR011,CUST01560,PROD005,2,3300.09,0,0.16,M-Pesa,VFLGL0SEQG,Physical Store,EMP011,0,Completed
TXN011790,2026-01-08,09:57:39,BR011,CUST02744,PROD084,1,99.75,0.1,0.16,Cash,,Online,EMP035,350,Completed
TXN011791,2026-01-03,17:50:03,BR004,CUST01774,PROD005,4,3340.14,0,0.16,M-Pesa,JN5Y4AM4QG,Physical Store,EMP052,0,Completed
TXN011792,2025-07-29,14:34:55,BR007,CUST00067,PROD089,3,92.62,0,0.16,Card,,Online,EMP043,400,Completed
TXN011793,2025-03-30,14:30:19,BR006,CUST02795,PROD083,1,155.4,0,0.16,M-Pesa,RLD041S5VH,Physical Store,EMP054,0,Completed
TXN011794,2025-07-13,20:49:13,BR003,CUST00049,PROD071,3,920.9,0,0.16,Cash,,WhatsApp Order,EMP027,200,Completed
TXN011795,2026-08-26,19:17:14,BR007,CUST02621,PROD118,3,277.01,0,0.16,M-Pesa,HH2IXQB7Z8,Online,EMP019,400,Completed
TXN011796,2025-10-22,12:15:35,BR003,CUST02041,PROD115,2,174.59,0,0.16,M-Pesa,H0O5LKA56H,Online,EMP039,400,Completed
TXN011797,2026-03-21,08:42:15,BR005,CUST02293,PROD034,2,133.64,0,0.16,M-Pesa,D1SIIRVLJQ,Online,EMP053,250,Completed
TXN011798,2025-07-13,20:24:42,BR007,CUST02638,PROD114,4,210.66,0.05,0.16,Card,,Physical Store,EMP043,0,Completed
TXN011799,2025-11-13,09:14:25,BR006,CUST00848,PROD081,1,883.61,0,0.16,Cash,,Online,EMP018,400,Completed
TXN011800,2025-05-15,10:37:29,BR001,CUST02677,PROD068,1,574.53,0,0.16,M-Pesa,X0CLIMZYOP,WhatsApp Order,EMP049,200,Completed
TXN011801,2025-09-27,16:13:52,BR009,CUST00180,PROD047,3,614.31,0.05,0.16,Cash,,Physical Store,EMP057,0,Completed
TXN011802,2025-10-26,15:04:43,BR009,CUST02299,PROD081,2,918.97,0.05,0.16,Bank Transfer,,Physical Store,EMP021,0,Completed
TXN011803,2025-12-08,12:01:21,BR003,CUST00350,PROD098,1,145.83,0,0.16,M-Pesa,2WC4ZFB0IU,Online,EMP015,250,Completed
TXN011804,2026-01-21,11:23:16,BR003,CUST00358,PROD106,1,305.1,0,0.16,Card,,WhatsApp Order,EMP015,0,Cancelled
TXN011805,2025-04-26,09:40:46,BR003,CUST02324,PROD109,2,2199.43,0.05,0.16,M-Pesa,FFC0HB7BN8,Online,EMP003,350,Completed
TXN011806,2025-03-17,12:05:04,BR012,CUST01882,PROD094,2,69.81,0,0.16,M-Pesa,UYORMV8ECC,Physical Store,EMP024,0,Completed
TXN011807,2025-01-26,17:57:44,BR001,CUST02645,PROD055,6,1536.36,0.05,0.16,Card,,Physical Store,EMP037,0,Completed
TXN011808,2026-03-03,11:42:36,BR004,CUST00459,PROD084,2,99.7,0.05,0.16,M-Pesa,NN0DE4UC6L,Physical Store,EMP016,0,Completed
TXN011809,2026-05-15,16:04:53,BR010,CUST01837,PROD116,2,233.49,0.05,0.16,M-Pesa,SJB6BYXWBO,Physical Store,EMP046,0,Completed
TXN011810,2026-02-01,19:42:35,BR010,CUST00634,PROD090,1,51.47,0.05,0.16,Card,,Physical Store,EMP010,0,Completed
TXN011811,2025-07-14,09:12:27,BR010,CUST02334,PROD025,6,53.62,0,0.16,Cash,,Physical Store,EMP046,0,Completed
TXN011812,2026-01-17,16:45:22,BR009,CUST01346,PROD018,1,241.56,0,0.16,Bank Transfer,,Online,EMP033,400,Completed
TXN011813,2026-07-21,18:42:07,BR003,CUST00029,PROD033,1,157.58,0,0.16,Bank Transfer,,Physical Store,EMP051,0,Completed
TXN011814,2026-08-09,10:53:57,BR012,CUST02023,PROD025,1,53.67,0.15,0.16,Bank Transfer,,Physical Store,EMP012,0,Completed
TXN011815,2025-12-27,08:00:43,BR006,CUST01327,PROD027,1,218.01,0.15,0.16,M-Pesa,CJEJOAWBOT,WhatsApp Order,EMP054,0,Cancelled
TXN011816,2026-03-01,14:33:57,BR010,CUST00734,PROD075,5,330.42,0.1,0.16,M-Pesa,VSDC8VU2U9,Physical Store,EMP058,0,Completed
TXN011817,2026-03-02,09:02:59,BR011,CUST01401,PROD106,1,294.34,0,0.16,Bank Transfer,,Physical Store,EMP059,0,Completed
TXN011818,2026-08-09,18:21:56,BR006,CUST01739,PROD079,3,1122.16,0,0.16,M-Pesa,FVC06L2LPI,Physical Store,EMP018,0,Completed
TXN011819,2025-09-10,20:09:33,BR006,CUST02531,PROD014,5,111.25,0,0.16,M-Pesa,GDEGBODZC0,Online,EMP018,0,Refunded
TXN011820,2025-04-30,11:57:30,BR003,CUST00674,PROD091,2,259.97,0.05,0.16,M-Pesa,T0M4REJR8M,Physical Store,EMP015,0,Completed
TXN011821,2025-05-17,16:33:17,BR001,CUST02471,PROD024,2,827.72,0.15,0.16,M-Pesa,KEWZGW1AVV,Online,EMP025,400,Completed
TXN011822,2025-08-19,19:10:40,BR004,CUST00760,PROD097,1,122.38,0.15,0.16,Bank Transfer,,Physical Store,EMP040,0,Completed
TXN011823,2026-01-12,15:31:18,BR011,CUST01916,PROD002,1,192.54,0.15,0.16,M-Pesa,M7AFRS883T,Online,EMP011,200,Completed
TXN011824,2025-07-14,14:42:28,BR002,CUST02430,PROD105,6,344.04,0,0.16,Card,,Online,EMP038,400,Completed
TXN011825,2026-08-02,17:03:49,BR002,CUST02214,PROD069,2,3488.54,0.15,0.16,M-Pesa,NBL5VAP3NH,Physical Store,EMP002,0,Completed
TXN011826,2026-04-30,11:09:49,BR001,CUST02696,PROD073,1,321.04,0.05,0.16,M-Pesa,C4HRCPOVJC,Physical Store,EMP049,0,Completed
TXN011827,2026-01-31,15:44:40,BR011,CUST00791,PROD065,1,146.76,0,0.16,Card,,Physical Store,EMP011,0,Completed
TXN011828,2026-03-17,15:34:00,BR004,CUST00754,PROD100,1,631.16,0.15,0.16,Cash,,WhatsApp Order,EMP004,400,Completed
TXN011829,2026-04-21,08:09:17,BR011,CUST02653,PROD024,4,841.31,0.1,0.16,Cash,,Physical Store,EMP059,0,Completed
TXN011830,2025-05-25,20:53:44,BR004,CUST00910,PROD090,3,50.08,0,0.16,M-Pesa,XITSUA4MNC,Online,EMP004,200,Completed
TXN011831,2025-09-11,17:17:53,BR009,CUST00958,PROD045,2,1271.02,0,0.16,M-Pesa,6TIUBH4BIN,Physical Store,EMP009,0,Completed
TXN011832,2025-05-07,10:19:07,BR006,CUST01862,PROD089,3,93.04,0.05,0.16,M-Pesa,BV3HSBA5LV,Physical Store,EMP030,0,Completed
TXN011833,2025-08-12,13:47:37,BR009,CUST01433,PROD069,1,3511.25,0.05,0.16,Card,,Physical Store,EMP057,0,Completed
TXN011834,2026-03-31,13:59:34,BR002,CUST02604,PROD067,3,190.36,0.05,0.16,M-Pesa,L8NM48O6BT,Physical Store,EMP026,0,Completed
TXN011835,2026-01-09,14:05:29,BR001,CUST01771,PROD105,1,329.64,0.1,0.16,M-Pesa,FZ1AQB08O8,WhatsApp Order,EMP025,300,Completed
TXN011836,2026-04-04,14:25:27,BR002,CUST02174,PROD089,2,89.48,0.05,0.16,Cash,,WhatsApp Order,EMP014,250,Completed
TXN011837,2025-01-07,17:51:24,BR002,CUST01477,PROD036,3,560.42,0,0.16,M-Pesa,G0MO6J22HJ,Online,EMP002,300,Completed
TXN011838,2026-06-14,09:02:49,BR006,CUST02883,PROD021,1,4880.12,0.15,0.16,M-Pesa,FOV8HBG63W,WhatsApp Order,EMP042,350,Completed
TXN011839,2026-05-30,14:20:11,BR009,CUST02310,PROD119,2,2542.09,0.15,0.16,M-Pesa,UQ7QLCW4MT,Physical Store,EMP009,0,Completed
TXN011840,2025-05-10,14:42:47,BR008,CUST00046,PROD091,5,268.81,0,0.16,Bank Transfer,,Physical Store,EMP056,0,Completed
TXN011841,2026-03-31,17:28:14,BR003,CUST01477,PROD107,2,497.84,0.1,0.16,M-Pesa,29C52CO3BG,Online,EMP027,250,Completed
TXN011842,2026-04-17,15:35:58,BR007,CUST00442,PROD091,2,265.99,0.05,0.16,M-Pesa,T4YS641PTA,Physical Store,EMP019,0,Completed
TXN011843,2025-05-11,08:44:32,BR001,CUST01334,PROD033,1,163.69,0,0.16,M-Pesa,434FKPS3QW,Physical Store,EMP013,0,Completed
TXN011844,2025-05-17,20:59:40,BR003,CUST00964,PROD058,1,84.99,0,0.16,M-Pesa,J7DC56MONM,Physical Store,EMP003,0,Completed
TXN011845,2026-02-22,11:35:59,BR005,CUST00889,PROD058,2,85.17,0,0.16,M-Pesa,B1EH6CV8S2,Physical Store,EMP017,0,Completed
TXN011846,2026-04-21,11:08:52,BR001,CUST02467,PROD103,2,581.62,0,0.16,M-Pesa,B7G09T5SLE,WhatsApp Order,EMP025,200,Completed
TXN011847,2025-05-07,20:19:43,BR007,CUST00937,PROD090,3,49.65,0.15,0.16,M-Pesa,MQHMZZ3CRV,Physical Store,EMP043,0,Completed
TXN011848,2026-06-24,17:06:51,BR009,CUST01734,PROD099,3,348.07,0,0.16,M-Pesa,HQ792IMWPV,Physical Store,EMP009,0,Completed
TXN011849,2026-08-25,13:39:21,BR010,CUST01638,PROD035,2,392.06,0.15,0.16,Cash,,Physical Store,EMP010,0,Cancelled
TXN011850,2026-06-04,10:03:49,BR005,CUST01571,PROD083,1,160.44,0.1,0.16,Card,,WhatsApp Order,EMP029,200,Completed
TXN011851,2026-01-02,13:47:40,BR002,CUST02559,PROD061,5,2178.41,0.05,0.16,M-Pesa,0B7AOPVGNN,Physical Store,EMP014,0,Completed
TXN011852,2025-04-03,20:55:20,BR010,CUST01385,PROD119,1,2587.44,0.1,0.16,M-Pesa,1LIUU871KD,Online,EMP058,400,Completed
TXN011853,2025-09-24,08:04:51,BR005,CUST01848,PROD027,2,223.05,0.05,0.16,M-Pesa,9C3SVXWR79,Online,EMP005,0,Cancelled
TXN011854,2025-04-29,09:52:40,BR008,CUST02143,PROD120,1,993.76,0.1,0.16,M-Pesa,FAAJXD0RL6,Physical Store,EMP044,0,Completed
TXN011855,2026-07-17,13:41:48,BR012,CUST01643,PROD063,1,474.78,0,0.16,M-Pesa,TQDJBT8DU8,Physical Store,EMP024,0,Completed
TXN011856,2025-09-22,18:57:17,BR004,CUST00485,PROD056,4,1131.89,0.15,0.16,M-Pesa,GDGE70FPSU,Physical Store,EMP028,0,Completed
TXN011857,2025-08-03,08:10:50,BR004,CUST00457,PROD093,2,919.76,0,0.16,M-Pesa,V6KWZ0P75C,Physical Store,EMP016,0,Completed
TXN011858,2025-04-07,12:00:54,BR011,CUST01840,PROD031,5,693.48,0,0.16,M-Pesa,381YFVLTCJ,Physical Store,EMP035,0,Completed
TXN011859,2026-03-24,19:52:11,BR012,CUST00230,PROD056,2,1167.77,0.05,0.16,M-Pesa,VS3IIA32DW,Physical Store,EMP012,0,Completed
TXN011860,2026-08-07,16:52:44,BR008,CUST00621,PROD004,1,577.53,0.15,0.16,Card,,Physical Store,EMP032,0,Completed
TXN011861,2025-08-07,15:10:46,BR011,CUST02416,PROD081,2,885.42,0,0.16,M-Pesa,GKDRFT42N8,Physical Store,EMP023,0,Completed
TXN011862,2025-08-13,15:11:10,BR010,CUST01747,PROD116,8,233.38,0.1,0.16,M-Pesa,HU4TMSR95Q,Physical Store,EMP046,0,Completed
TXN011863,2025-06-20,20:14:42,BR008,CUST01879,PROD052,1,127.04,0,0.16,M-Pesa,3E2EBPAS4B,Physical Store,EMP044,0,Completed
TXN011864,2025-05-27,19:51:59,BR009,CUST00826,PROD029,2,2132.47,0,0.16,M-Pesa,FT0B88QMTJ,Physical Store,EMP045,0,Completed
TXN011865,2026-02-14,18:33:59,BR006,CUST00973,PROD052,4,128.58,0.05,0.16,Cash,,Physical Store,EMP006,0,Completed
TXN011866,2026-05-15,10:31:48,BR002,CUST01483,PROD070,1,496.33,0,0.16,Cash,,Physical Store,EMP014,0,Completed
TXN011867,2025-03-25,14:59:01,BR002,CUST01107,PROD020,1,248.5,0,0.16,M-Pesa,FLEH6PYN10,Physical Store,EMP050,0,Completed
TXN011868,2026-05-29,10:41:02,BR012,CUST01115,PROD090,1,51.8,0.1,0.16,M-Pesa,MQ6GFXFQ1U,Physical Store,EMP012,0,Completed
TXN011869,2025-11-13,09:53:31,BR011,CUST00943,PROD057,6,58.9,0.05,0.16,M-Pesa,O4DJ9U3IOV,Online,EMP023,200,Completed
TXN011870,2025-07-27,13:47:17,BR001,CUST02023,PROD065,5,147.11,0.05,0.16,M-Pesa,1VITOOCS9F,Physical Store,EMP013,0,Cancelled
TXN011871,2026-01-15,15:35:14,BR011,CUST00783,PROD058,2,87.64,0,0.16,M-Pesa,CCBDKRTLH8,Online,EMP023,200,Completed
