Transaction_ID,Transaction_Date,Branch_ID,Customer_ID,Product_ID,Quantity,Unit_Price_KES,Payment_Method,County,Order_Status
TXN017698,2026-07-11,BR003,CUST00311,PROD019,8,229.12,Card,Nairobi ,Completed
TXN013197,2025-02-26,BR001,CUST02954,PROD014,1,113.89,M-Pesa,Nairobi ,Completed
TXN014095,2025-05-25,BR002,CUST01555,PROD024,,831.12,M-Pesa,Nairobi,Completed
TXN009533,2026-06-13,BR011,CUST02892,PROD111,4,KES 607.81,M-Pesa,Kajiado,Completed
TXN011456,2025-09-21,BR009,CUST01715,PROD104,,850.07,M-Pesa,Uasin Gishu,Completed
TXN005025,2025-11-02,BR002,,PROD099,8,346.72,Cash,Nairobi,Completed
TXN008734,2025-08-25,BR010,CUST01930,PROD010,1,304.55,Card,Machakos,Completed
TXN001188,2026-02-05,BR006,CUST01649,PROD076,,303.77,Cash,Nakuru,Completed
TXN019321,2025-12-28,BR011,CUST00920,PROD013,3,"KES 2,247.47",Cash,Kajiado,Completed
TXN014012,2025-02-21,BR008,CUST00259,PROD035,2,KES 403.32,Cash,Kisumu,Completed
TXN018461,2025-03-02,BR002,CUST00914,PROD065,8,146.06,Cash,Nairobi,cancelled 
TXN009348,2026-01-30,BR010,CUST02590,PROD097,5,122.03,Bank Transfer,Kiambu County,Completed
TXN007154,2025-11-12,BR001,CUST00955,PROD024,2,826.5,M-Pesa,NAIROBI ,Completed
TXN003122,2025-05-26,BR012,CUST00698,PROD079,10,"KES 1,125.39",M-Pesa,Kakamega,Completed
TXN015639,2025-12-25,BR002,CUST01414,PROD100,,614.34,Cash,Nairobi,Completed
TXN014639,2025-04-21,BR008,CUST01186,PROD015,1,"KES 1,124.30",Bank Transfer,Kisumu,Completed
TXN017891,2025-09-16,BR006,CUST00506,PROD115,1,168.88,M-Pesa,Nakuru,Completed
TXN007730,2026-06-15,BR009,CUST01108,PROD089,,88.61,M-Pesa,Uasin Gishu,Completed
TXN019591,2025-04-15,BR002,CUST01764,PROD058,2,82.59,Bank Transfer,Nairobi,Completed
TXN016533,2025-11-24,BR004,CUST00424,PROD039,2,872.32,Cash,Kiambu,cancelled 
TXN013271,2025-09-29,BR012,CUST01403,PROD067,1,186.32,Bank Transfer,Kakamega ,Cancelled
TXN002660,2026-02-11,BR008,CUST02095,PROD101,1,2803.18,Cash,NAIROBI ,Completed
TXN015808,2025-04-24,BR007,CUST01309,PROD011,4,519.86,M-Pesa,Mombasa ,Completed
TXN012039,2025-05-31,BR001,CUST02013,PROD100,2,KES 610.14,Bank Transfer,Nairobi,Completed
TXN000144,2025-10-14,BR007,CUST00335,PROD093,2,KES 939.72,Card,Mombasa,Completed
TXN018522,09/08/2025,BR006,CUST00990,PROD033,2,159.36,M-Pesa,Nakuru,Completed
TXN013675,24/06/2026,BR001,CUST02026,PROD098,2,155.22,M-Pesa,Nairobi,Completed
TXN006250,2026-03-13,BR008,,PROD038,2,526.55,M-Pesa,Kisumu,Cancelled
TXN005064,27/07/2026,BR008,CUST02776,PROD035,2,409.69,M-Pesa,Kisumu,Completed
TXN004092,2026-04-12,BR011,,PROD073,2,318.51,Card,Kajiado,Completed
TXN000897,2026-04-02,BR010,CUST02583,PROD098,1,KES 155.09,M-Pesa,Machakos,Completed
TXN015302,2025-06-26,BR012,CUST02056,PROD034,2,KES 138.00,Card,Kakamega,Refunded
TXN014670,15/04/2026,BR005,CUST00420,PROD027,2,221.95,Cash,Kiambu,Completed
TXN002937,2025-08-31,BR012,CUST01366,PROD051,5,KES 217.12,M-Pesa,Kakamega,Completed
TXN007901,2026-06-07,BR012,CUST02534,PROD082,2,219.82,M-Pesa,Kakamega,Completed
TXN012681,2025-03-28,BR012,CUST01640,PROD006,10,KES 520.15,M-Pesa,Kakamega,Completed
TXN000484,2025-06-14,BR002,,PROD026,4,88.71,Bank Transfer,Nairobi,Completed
TXN015852,2026-02-13,BR001,CUST00654,PROD063,1,491.43,Cash,Nairobi,cancelled 
TXN007622,2026-08-04,BR009,CUST00580,PROD088,2,1255.39,M-Pesa,Uasin Gishu ,Completed
TXN010274,26/07/2026,BR001,CUST01443,PROD066,2,195.68,M-Pesa,Nairobi,Completed
TXN000198,2025-07-31,BR012,CUST02011,PROD050,5,135.97,M-Pesa,NAIROBI ,Completed
TXN019131,2025-08-31,BR012,CUST00284,PROD015,4,"KES 1,129.19",Cash,Kakamega,Completed
TXN004926,2025-09-11,BR011,CUST00641,PROD045,1,1266.94,Cash,nairobi,Completed
TXN013580,2025-08-18,BR012,,PROD013,4,2198.8,M-Pesa,Kakamega,Completed
TXN003724,2025-07-27,BR003,CUST00557,PROD072,2,589.02,M-Pesa,Nairobi,Completed
TXN011863,2025-06-20,BR008,CUST01879,PROD052,1,127.04,M-Pesa,Kisumu,Completed
TXN009010,2026-03-18,BR009,CUST02834,PROD110,4,72.48,Card,Uasin Gishu,cancelled 
TXN009341,2025-02-26,BR008,CUST00012,PROD098,1,151.29,M-Pesa,Kisumu,Completed
TXN010032,2025-09-19,BR010,CUST01543,PROD087,,2402.93,M-Pesa,Machakos,Completed
TXN014251,04/02/2026,BR006,CUST01113,PROD042,5,250.22,M-Pesa,Nakuru,Completed
TXN003519,2025-03-24,BR001,CUST00699,PROD008,2,KES 508.20,M-Pesa,Nairobi,Completed
TXN010837,2026-01-02,BR008,CUST00435,PROD075,2,KES 332.10,M-Pesa,Kisumu,Completed
TXN017055,11/01/2026,BR005,CUST02660,PROD019,2,223.11,M-Pesa,Kiambu,Completed
TXN004377,2026-08-23,BR006,,PROD032,1,2296.9,M-Pesa,Nakuru,Completed
TXN012506,2025-09-02,BR006,,PROD057,6,58.45,Card,Nakuru,Completed
TXN002873,12/04/2025,BR008,CUST00291,PROD117,4,2389.9,M-Pesa,Kisumu,Completed
TXN019764,2025-08-14,BR007,CUST02661,PROD098,1,KES 152.53,M-Pesa,Mombasa,Completed
TXN006743,2025-09-25,BR001,CUST02174,PROD033,,160.41,M-Pesa,Nairobi,Completed
TXN006979,15/06/2026,BR010,CUST00196,PROD067,2,186.81,M-Pesa,Machakos,Completed
TXN000689,2025-12-30,BR004,CUST01946,PROD105,3,338.62,M-Pesa,Kiambu,Completed
TXN006791,2025-04-21,BR003,CUST01009,PROD098,5,KES 155.77,M-Pesa,Nairobi,Completed
TXN009139,18/01/2025,BR004,CUST01057,PROD119,2,2591.76,Card,Kiambu,Completed
TXN010731,30/12/2025,BR001,CUST02053,PROD106,1,297.21,Card,Nairobi,Completed
TXN019781,2026-03-16,BR004,CUST00488,PROD049,,534.47,M-Pesa,Kiambu,Completed
TXN019732,2025-12-19,BR005,CUST00787,PROD115,1,165.52,M-Pesa,NAIROBI ,Completed
TXN018110,2025-08-21,BR003,,PROD056,3,1144.78,M-Pesa,Nairobi,Completed
TXN014589,2025-02-22,BR003,CUST02090,PROD008,,521.63,M-Pesa,Nairobi,Cancelled
TXN016884,2025-02-08,BR002,,PROD029,4,2137.71,M-Pesa,Nairobi,Completed
TXN007914,2026-07-17,BR004,CUST01366,PROD011,,518.96,Card,Kiambu,Completed
TXN000099,2026-08-11,BR002,CUST02087,PROD114,3,KES 206.38,Card,Nairobi,Completed
TXN017503,2026-07-30,BR010,CUST02268,PROD106,1,304.41,M-Pesa,Machakos,COMPLETED
TXN002608,2025-05-13,BR010,CUST00540,PROD082,2,223.48,M-Pesa,Machakos,complete
TXN011774,2025-10-28,BR010,,PROD113,1,725.96,M-Pesa,Machakos,Completed
TXN011550,2025-08-01,BR008,CUST02464,PROD078,3,123.46,M-Pesa,Kisumu,Completed
TXN004541,2026-07-19,BR007,,PROD074,2,310.74,M-Pesa,Mombasa,Completed
TXN009111,2025-04-07,BR003,CUST00601,PROD083,1,157.53,M-Pesa,Nairobi ,Cancelled
TXN004708,2026-04-30,BR007,CUST01882,PROD042,3,251.45,M-Pesa,nairobi,Completed
TXN019685,2026-07-28,BR010,CUST00927,PROD086,10,KES 257.96,M-Pesa,Machakos,Completed
TXN004561,2026-07-23,BR012,CUST02124,PROD115,,175.6,Bank Transfer,Kakamega,Completed
TXN017130,20/04/2026,BR005,CUST01566,PROD037,2,4162.12,M-Pesa,Kiambu,Completed
TXN017328,2025-03-29,BR002,CUST01351,PROD067,3,186.91,M-Pesa,Nairobi ,Completed
TXN017178,2026-01-08,BR003,CUST01681,PROD066,,199.8,M-Pesa,Nairobi,Completed
TXN004796,2025-08-14,BR007,CUST00364,PROD068,,596.23,M-Pesa,Mombasa,Completed
TXN007026,2026-02-10,BR009,CUST01564,PROD015,1,1156.3,Bank Transfer,Nbi,Cancelled
TXN014126,2025-12-21,BR007,CUST02591,PROD089,,89.34,M-Pesa,Mombasa,Completed
TXN017760,2025-05-31,BR009,CUST02795,PROD084,1,97.33,Cash,nairobi,Completed
TXN018746,2025-04-16,BR003,CUST01983,PROD057,1,61.11,M-Pesa,Nairobi,Completed
TXN019884,08/08/2025,BR005,CUST01898,PROD048,1,746.98,M-Pesa,Kiambu,Cancelled
TXN000538,2025-09-24,BR001,CUST01769,PROD097,2,123.22,M-Pesa,Nairobi,Refunded
TXN002975,16/06/2025,BR007,CUST02448,PROD092,1,282.86,Card,Mombasa,Completed
TXN016113,2026-01-25,BR011,CUST00514,PROD042,3,239.79,Card,Kajiado,Completed
TXN004750,2025-03-06,BR006,CUST02331,PROD030,,93.02,M-Pesa,Nakuru,Completed
TXN017751,2026-04-06,BR002,CUST01070,PROD052,1,133.48,M-Pesa,NAIROBI ,Completed
TXN009008,2026-05-24,BR005,,PROD019,4,224.44,M-Pesa,Kiambu,Completed
TXN002959,2026-03-09,BR002,CUST00753,PROD065,1,154.39,Cash,Nairobi ,Completed
TXN012538,2025-08-11,BR001,CUST02066,PROD113,2,KES 719.53,M-Pesa,Nairobi,Completed
TXN019833,2025-04-28,BR003,CUST01715,PROD026,1,KES 93.22,Cash,Nairobi,Completed
TXN004535,2026-01-24,BR006,CUST00606,PROD076,5,320.91,Cash,Nakuru,Completed
TXN008513,2025-03-28,BR009,CUST02014,PROD111,1,594.49,Cash,nairobi,Completed
TXN016266,25/11/2025,BR012,CUST01596,PROD079,1,1182.78,M-Pesa,Kakamega,Completed
TXN003799,2026-07-07,BR005,CUST02027,PROD049,1,563.16,M-Pesa,Kiambu,COMPLETED
TXN002975,16/06/2025,BR007,CUST02448,PROD092,1,282.86,Card,Mombasa,Completed
TXN013020,2025-11-25,BR003,,PROD065,6,148.31,Bank Transfer,Nairobi,Completed
TXN004194,2025-09-18,BR002,CUST01643,PROD012,5,180.32,M-Pesa,Nairobi,Completed
TXN019131,2025-08-31,BR012,CUST00284,PROD015,4,"KES 1,129.19",Cash,Kakamega,Completed
TXN004024,2026-03-05,BR008,CUST02765,PROD019,1,238.2,Cash,Kisumu ,Completed
TXN008105,2025-04-26,BR002,CUST02594,PROD031,2,676.88,M-Pesa,Nairobi,Completed
TXN013399,2025-11-08,BR009,CUST00799,PROD011,,504.52,M-Pesa,Uasin Gishu,Completed
TXN018320,2026-06-16,BR002,,PROD097,2,122.91,M-Pesa,Nairobi,Completed
TXN009534,2026-07-19,BR006,CUST01481,PROD004,1,KES 572.11,Cash,Nakuru,Cancelled
TXN001955,28/07/2026,BR007,CUST01107,PROD062,1,106.92,M-Pesa,Mombasa,Completed
TXN019864,2025-05-03,BR009,CUST02870,PROD062,,105.05,M-Pesa,Uasin Gishu,Completed
TXN010821,2025-05-07,BR009,CUST01842,PROD103,,585.58,Card,Uasin Gishu,Completed
TXN016662,14/08/2025,BR006,CUST01483,PROD053,2,4155.41,M-Pesa,Nakuru,Completed
TXN009556,03/02/2025,BR005,CUST02338,PROD073,1,308.92,M-Pesa,Kiambu,Completed
TXN012759,2025-01-14,BR001,CUST00148,PROD024,3,823.29,Bank Transfer,Nairobi,COMPLETED
TXN010965,2026-08-28,BR007,,PROD045,1,1206.03,Card,Mombasa,Completed
TXN014685,2025-06-23,BR001,CUST00187,PROD076,4,KES 320.75,Cash,Nairobi,Completed
TXN018124,2025-11-15,BR004,CUST02160,PROD042,5,238.43,M-Pesa,NAIROBI ,Completed
TXN016473,2025-09-11,BR010,CUST00478,PROD067,,195.59,M-Pesa,Machakos,Completed
TXN005116,2025-03-13,BR011,CUST01251,PROD065,8,147.86,M-Pesa,Kajiado,COMPLETED
TXN003064,04/01/2025,BR003,CUST01499,PROD099,6,342.51,M-Pesa,Nairobi,Cancelled
TXN005133,2025-08-04,BR001,CUST00930,PROD116,2,KES 236.51,Card,Nairobi,Refunded
TXN017715,2025-12-16,BR010,CUST02555,PROD001,2,206.43,M-Pesa,NAIROBI ,Completed
TXN006024,2025-09-29,BR001,CUST01625,PROD114,1,215.79,Card,Nairobi,cancelled 
TXN011337,2025-03-04,BR001,,PROD053,2,4231.3,M-Pesa,Nairobi,Completed
TXN007320,2025-12-14,BR010,,PROD020,3,235.2,Card,Machakos,Completed
TXN011981,2026-06-17,BR001,CUST00450,PROD058,2,85.63,M-Pesa,NAIROBI ,Completed
TXN013317,2026-02-13,BR004,CUST02870,PROD055,2,"KES 1,581.25",M-Pesa,Kiambu,Completed
TXN001492,09/12/2025,BR007,CUST00279,PROD066,2,197.21,M-Pesa,Mombasa,Completed
TXN001285,2026-07-08,BR002,CUST01685,PROD107,1,KES 489.85,M-Pesa,Nairobi,Completed
TXN015302,2025-06-26,BR012,CUST02056,PROD034,2,KES 138.00,Card,Kakamega,Refunded
TXN013474,2026-04-10,BR010,CUST01708,PROD033,2,164.68,M-Pesa,Machakos,Refund
TXN010711,2025-09-19,BR007,CUST02624,PROD029,2,2012.03,M-Pesa,nairobi,Completed
TXN019068,17/09/2025,BR012,CUST01177,PROD085,5,2103.93,M-Pesa,Kakamega,Completed
TXN007651,2025-11-23,BR002,CUST01196,PROD094,,71.53,M-Pesa,Nairobi,Cancelled
TXN019624,2026-02-22,BR009,CUST02742,PROD002,2,196.55,M-Pesa,NAIROBI ,Completed
TXN006205,2025-06-22,BR006,CUST01614,PROD058,5,83.34,M-Pesa,Nakuru,Completed
TXN002084,2025-04-27,BR001,CUST02885,PROD088,6,1299.53,M-Pesa,Nairobi,Completed
TXN010088,06/03/2026,BR003,CUST01185,PROD098,1,151.31,M-Pesa,Nairobi,Completed
TXN015159,2025-11-23,BR005,CUST01016,PROD111,1,KES 587.33,Card,Kiambu,Completed
TXN018948,07/03/2026,BR003,CUST02758,PROD072,1,596.12,M-Pesa,Nairobi,Completed
TXN002475,21/08/2025,BR007,CUST01281,PROD089,1,90.86,M-Pesa,Mombasa,Cancelled
TXN019530,2025-09-23,BR002,CUST01261,PROD055,1,1607.54,M-Pesa,Nairobi,Completed
TXN013601,2025-03-01,BR011,CUST02116,PROD012,,179.6,Card,Kajiado,Completed
TXN012710,04/06/2025,BR003,CUST01221,PROD115,4,169.62,Card,Nairobi,Completed
TXN011234,2026-04-24,BR007,CUST01222,PROD074,5,298.39,Cash,Mombasa ,Completed
TXN009711,2025-10-24,BR007,CUST02051,PROD092,1,KES 285.99,M-Pesa,Mombasa,Cancelled
TXN006957,2025-10-10,BR012,CUST01798,PROD018,3,242.61,M-Pesa,Kakamega,cancelled 
TXN000630,2026-07-13,BR010,CUST00024,PROD037,4,4280.05,Bank Transfer,Machakos,COMPLETED
TXN001461,2026-08-22,BR003,CUST00214,PROD073,,304.37,M-Pesa,Nairobi,Completed
TXN013258,2025-03-12,BR001,CUST02279,PROD049,1,563.77,M-Pesa,Nairobi,Completed
TXN010843,2025-12-15,BR006,,PROD077,1,1978.89,M-Pesa,Nakuru,Completed
TXN011477,18/12/2025,BR010,CUST01743,PROD044,2,328.47,Cash,Machakos,Completed
TXN011567,2025-01-10,BR003,CUST01358,PROD091,1,273.16,Card,Nairobi,Completed
TXN002388,2025-11-10,BR003,CUST00925,PROD046,8,103.25,M-Pesa,Nairobi,Completed
TXN019990,2026-08-10,BR001,CUST02682,PROD064,8,1465.17,Cash,Nairobi,Completed
TXN007348,2025-05-24,BR012,CUST00610,PROD019,2,231.03,Cash,Kakamega,complete
TXN002422,10/02/2026,BR006,CUST02483,PROD048,3,789.96,M-Pesa,Nakuru,Completed
TXN016558,2025-01-06,BR005,CUST01220,PROD101,,2931.11,Cash,Kiambu,Completed
TXN002360,2026-06-06,BR011,CUST02191,PROD040,2,KES 406.03,M-Pesa,Kajiado,Completed
TXN017059,2026-05-07,BR004,CUST00999,PROD075,1,KES 322.30,Card,Kiambu,Completed
TXN014244,2025-08-27,BR011,CUST01271,PROD113,1,697.75,Bank Transfer,Kajiado,Completed
TXN008709,2026-08-26,BR006,CUST00700,PROD117,2,2537.58,M-Pesa,Nakuru,Completed
TXN016339,2026-07-04,BR009,,PROD042,1,238.12,M-Pesa,Uasin Gishu,Completed
TXN019990,2026-08-10,BR001,CUST02682,PROD064,8,1465.17,Cash,Nairobi,Completed
TXN014517,2026-08-22,BR012,CUST01018,PROD009,2,KES 319.63,Bank Transfer,Kakamega,Completed
TXN008436,2025-11-09,BR008,CUST00658,PROD030,2,98.3,Card,Kisumu,Completed
TXN008393,2025-10-29,BR001,CUST00287,PROD039,1,853.15,M-Pesa,Nairobi,complete
TXN010103,2026-07-13,BR011,CUST02507,PROD053,,4171.27,M-Pesa,Kajiado,Completed
TXN018073,08/10/2025,BR001,CUST02308,PROD091,2,263.39,M-Pesa,Nairobi,Cancelled
TXN000118,2026-03-24,BR009,CUST00414,PROD059,1,245.49,Card,Uasin Gishu ,Refunded
TXN009434,2025-10-21,BR012,CUST00486,PROD012,1,182.07,Cash,Kakamega ,Completed
TXN016695,2025-03-14,BR001,,PROD037,4,4102.92,M-Pesa,Nairobi,Completed
TXN017791,2026-04-21,BR008,CUST02131,PROD012,6,192.2,M-Pesa,Kiambu County,Completed
TXN000277,2026-04-22,BR006,,PROD082,2,215.87,M-Pesa,Nakuru,Completed
TXN009684,2026-08-12,BR004,CUST02854,PROD003,4,KES 224.88,M-Pesa,Kiambu,Completed
TXN018094,11/07/2026,BR009,CUST02621,PROD107,2,478.76,Card,Uasin Gishu,Completed
TXN003330,12/07/2026,BR004,CUST00282,PROD047,3,597.33,Cash,Kiambu,Completed
TXN010810,2026-05-12,BR011,CUST00711,PROD106,3,300.9,M-Pesa,Kajiado,cancelled 
TXN008181,20/11/2025,BR009,CUST01830,PROD109,8,2173.72,M-Pesa,Uasin Gishu,Completed
TXN011321,2025-09-09,BR001,CUST00904,PROD119,1,2623.21,M-Pesa,Kiambu County,Completed
TXN017783,02/07/2026,BR011,CUST02189,PROD108,4,162.64,M-Pesa,Kajiado,Completed
TXN000635,2026-08-14,BR004,CUST01419,PROD037,2,"KES 4,218.58",M-Pesa,Kiambu,Completed
TXN009382,2025-05-05,BR008,CUST00432,PROD107,2,474.5,M-Pesa,Kisumu,Completed
TXN001263,2025-01-30,BR001,,PROD067,4,184.31,Card,Nairobi,Completed
TXN012221,2025-02-27,BR002,,PROD067,1,190.8,M-Pesa,Nairobi,Completed
TXN015062,2026-01-07,BR008,CUST01670,PROD080,2,963.61,M-Pesa,Kisumu,Refund
TXN007915,09/02/2025,BR011,CUST00696,PROD058,2,87.49,Cash,Kajiado,Completed
TXN017503,2026-07-30,BR010,CUST02268,PROD106,1,304.41,M-Pesa,Machakos,COMPLETED
TXN002564,2026-01-21,BR004,CUST00287,PROD103,,573.45,M-Pesa,Kiambu,Completed
TXN000649,2025-03-07,BR009,CUST02015,PROD081,1,894.74,Cash,Uasin Gishu ,Completed
TXN016022,06/02/2025,BR007,CUST00680,PROD116,3,225.29,M-Pesa,Mombasa,Completed
TXN004741,2025-03-26,BR008,CUST00906,PROD001,4,KES 218.21,M-Pesa,Kisumu,Completed
TXN014885,2026-05-17,BR002,CUST00209,PROD002,1,189.97,Card,NAIROBI ,Completed
TXN019339,21/04/2025,BR004,CUST02454,PROD066,2,199.26,M-Pesa,Kiambu,Completed
