Transaction_ID,Transaction_Date,Transaction_Time,Branch_ID,Customer_ID,Product_ID,Quantity,Unit_Price_KES,Discount_Percent,VAT_Percent,Payment_Method,Mpesa_Reference,Sales_Channel,Salesperson_ID,Delivery_Fee_KES,Order_Status,Gross_Sales_KES,Discount_Amount_KES,Net_Sales_KES,VAT_Amount_KES,Final_Revenue_KES
TXN012126,2025-09-22,09:03:40,BR008,CUST01356,PROD005,8,3336.21,0.15,0.16,M-Pesa,MRXRCQ6OOA,Physical Store,EMP020,0,Completed,26689.68,4003.45,22686.23,3629.8,26316.03
TXN012127,2025-03-01,14:43:37,BR007,CUST00168,PROD001,2,214.02,0.05,0.16,M-Pesa,NY2NQFRJ4H,Physical Store,EMP031,0,Completed,428.04,21.4,406.64,65.06,471.7
TXN012128,2025-01-04,17:44:21,BR002,CUST02704,PROD052,2,130.8,0.05,0.16,Cash,,Physical Store,EMP050,0,Completed,261.6,13.08,248.52,39.76,288.28
TXN012129,2025-03-17,18:22:08,BR004,CUST01171,PROD053,5,4372.39,0,0.16,M-Pesa,P9ZZ6XA16B,Physical Store,EMP052,0,Completed,21861.95,0.0,21861.95,3497.91,25359.86
TXN012130,2025-07-15,15:15:55,BR002,CUST00894,PROD040,5,389.56,0.1,0.16,M-Pesa,3IXWY6QCCY,Online,EMP038,350,Completed,1947.8,194.78,1753.02,280.48,2383.5
TXN012131,2026-04-15,10:46:43,BR001,CUST02877,PROD095,1,283.82,0,0.16,M-Pesa,ZYVQCXYPA3,Physical Store,EMP025,0,Cancelled,283.82,0.0,283.82,45.41,0
TXN012132,2026-07-06,13:37:47,BR003,CUST00457,PROD069,10,3515.0,0,0.16,Card,,Physical Store,EMP039,0,Completed,35150.0,0.0,35150.0,5624.0,40774.0
TXN012133,2026-07-22,18:07:25,BR009,CUST01261,PROD005,4,3383.25,0.15,0.16,M-Pesa,R4X0R8WULU,WhatsApp Order,EMP045,150,Completed,13533.0,2029.95,11503.05,1840.49,13493.54
TXN012134,2026-02-04,19:04:52,BR010,CUST01460,PROD098,10,154.55,0,0.16,Bank Transfer,,Online,EMP010,200,Completed,1545.5,0.0,1545.5,247.28,1992.78
TXN012135,2025-04-08,09:12:00,BR010,CUST00125,PROD070,2,497.28,0,0.16,Bank Transfer,,Physical Store,EMP058,0,Completed,994.56,0.0,994.56,159.13,1153.69
TXN012136,2025-10-07,20:39:23,BR002,CUST01326,PROD084,4,102.4,0.1,0.16,M-Pesa,Y1V9FI1VVL,Physical Store,EMP038,0,Cancelled,409.6,40.96,368.64,58.98,0
TXN012137,2026-07-21,18:51:42,BR007,CUST01439,PROD008,4,513.01,0,0.16,Cash,,Physical Store,EMP043,0,Completed,2052.04,0.0,2052.04,328.33,2380.37
TXN012138,2026-02-26,20:46:16,BR003,CUST01047,PROD019,2,227.99,0.05,0.16,M-Pesa,LASUB7Z9BS,Physical Store,EMP027,0,Completed,455.98,22.8,433.18,69.31,502.49
TXN012139,2026-06-06,10:42:50,BR003,CUST01201,PROD054,4,232.77,0,0.16,Cash,,WhatsApp Order,EMP015,300,Completed,931.08,0.0,931.08,148.97,1380.05
TXN012140,2025-08-14,12:52:48,BR003,CUST00348,PROD059,3,237.95,0.05,0.16,M-Pesa,KFIQ2968NJ,Physical Store,EMP039,0,Completed,713.85,35.69,678.16,108.51,786.67
TXN012141,2025-01-12,18:07:20,BR009,CUST02219,PROD094,1,72.05,0.15,0.16,M-Pesa,FBD3WAW3AF,Physical Store,EMP009,0,Completed,72.05,10.81,61.24,9.8,71.04
TXN012142,2026-03-09,20:27:53,BR004,CUST01116,PROD029,2,2090.54,0.05,0.16,M-Pesa,HBGQOWUP0P,WhatsApp Order,EMP004,200,Completed,4181.08,209.05,3972.03,635.52,4807.55
TXN012143,2026-05-03,16:33:02,BR012,CUST01156,PROD046,1,101.25,0,0.16,M-Pesa,6TI0NKE00I,Physical Store,EMP048,0,Completed,101.25,0.0,101.25,16.2,117.45
TXN012144,2025-03-14,08:03:38,BR002,CUST02519,PROD033,2,161.58,0.05,0.16,Cash,,Physical Store,EMP026,0,Completed,323.16,16.16,307.0,49.12,356.12
TXN012145,2026-01-03,15:03:45,BR012,CUST01072,PROD089,1,90.78,0.1,0.16,M-Pesa,ZBQXB9TOI4,Online,EMP012,300,Completed,90.78,9.08,81.7,13.07,394.77
TXN012146,2025-05-23,09:46:24,BR009,CUST02694,PROD111,10,604.43,0,0.16,M-Pesa,DMB8GANZP6,Physical Store,EMP021,0,Completed,6044.3,0.0,6044.3,967.09,7011.39
TXN012147,2026-02-28,09:10:16,BR009,CUST00482,PROD030,1,92.85,0.05,0.16,Card,,Physical Store,EMP021,0,Completed,92.85,4.64,88.21,14.11,102.32
TXN012148,2025-11-10,15:11:01,BR008,CUST01817,PROD056,1,1104.79,0.05,0.16,M-Pesa,TALVMTU968,Physical Store,EMP044,0,Completed,1104.79,55.24,1049.55,167.93,1217.48
TXN012149,2025-12-27,13:22:40,BR002,CUST02341,PROD016,1,636.25,0.1,0.16,Card,,Physical Store,EMP038,0,Completed,636.25,63.62,572.63,91.62,664.25
TXN012150,2026-03-25,10:13:35,BR003,CUST02936,PROD082,1,221.63,0.15,0.16,Cash,,Physical Store,EMP003,0,Completed,221.63,33.24,188.39,30.14,218.53
TXN012151,2026-01-24,15:31:18,BR005,CUST00167,PROD055,2,1625.66,0,0.16,Card,,Physical Store,EMP005,0,Completed,3251.32,0.0,3251.32,520.21,3771.53
TXN012152,2026-04-07,18:49:36,BR002,CUST01119,PROD077,1,2013.32,0,0.16,M-Pesa,HJO7EV1XTU,Online,EMP026,350,Completed,2013.32,0.0,2013.32,322.13,2685.45
TXN012153,2026-07-17,17:06:13,BR011,CUST00539,PROD060,4,404.73,0.05,0.16,Bank Transfer,,WhatsApp Order,EMP011,250,Completed,1618.92,80.95,1537.97,246.08,2034.05
TXN012154,2025-06-10,16:49:05,BR001,CUST01962,PROD053,6,4351.66,0.05,0.16,M-Pesa,LF360BKMQT,Physical Store,EMP037,0,Completed,26109.96,1305.5,24804.46,3968.71,28773.17
TXN012155,2025-12-17,09:00:27,BR008,CUST01458,PROD089,1,93.41,0.05,0.16,Cash,,Physical Store,EMP032,0,Completed,93.41,4.67,88.74,14.2,102.94
TXN012156,2025-01-14,08:57:20,BR002,CUST02676,PROD046,1,99.05,0,0.16,M-Pesa,F9SG4DO82A,Online,EMP026,400,Completed,99.05,0.0,99.05,15.85,514.9
TXN012157,2025-04-09,19:48:27,BR004,CUST00511,PROD030,5,93.97,0,0.16,M-Pesa,JWM7EISJYC,Physical Store,EMP004,0,Completed,469.85,0.0,469.85,75.18,545.03
TXN012158,2026-01-26,12:24:41,BR006,CUST01338,PROD006,5,511.99,0.05,0.16,M-Pesa,4ECPRGVPL7,Physical Store,EMP018,0,Completed,2559.95,128.0,2431.95,389.11,2821.06
TXN012159,2026-01-30,17:44:56,BR001,CUST00071,PROD081,4,916.31,0,0.16,M-Pesa,H0Q5WYR4GU,Physical Store,EMP025,0,Completed,3665.24,0.0,3665.24,586.44,4251.68
TXN012160,2026-08-07,08:22:05,BR004,CUST02796,PROD001,1,211.61,0.15,0.16,Bank Transfer,,Physical Store,EMP004,0,Completed,211.61,31.74,179.87,28.78,208.65
TXN012161,2025-05-15,15:43:43,BR002,CUST01465,PROD027,1,214.39,0.1,0.16,M-Pesa,W69G263HK0,Physical Store,EMP038,0,Refunded,214.39,21.44,192.95,30.87,-223.82
TXN012162,2025-05-31,15:12:49,BR007,CUST00536,PROD049,4,564.39,0.05,0.16,Cash,,Online,EMP043,250,Completed,2257.56,112.88,2144.68,343.15,2737.83
TXN012163,2025-12-13,11:45:39,BR002,CUST02190,PROD090,2,49.37,0.1,0.16,Bank Transfer,,Physical Store,EMP002,0,Completed,98.74,9.87,88.87,14.22,103.09
TXN012164,2026-05-18,11:46:50,BR010,CUST01249,PROD004,4,574.68,0,0.16,M-Pesa,H65QQVK70K,Physical Store,EMP010,0,Completed,2298.72,0.0,2298.72,367.8,2666.52
TXN012165,2025-11-27,14:48:50,BR009,CUST02006,PROD114,2,214.11,0.15,0.16,M-Pesa,E3QE5IXT7M,WhatsApp Order,EMP045,400,Completed,428.22,64.23,363.99,58.24,822.23
TXN012166,2026-04-14,11:17:41,BR011,CUST00326,PROD017,2,618.0,0.15,0.16,M-Pesa,IN6OJD66RO,Online,EMP011,400,Completed,1236.0,185.4,1050.6,168.1,1618.7
TXN012167,2025-06-19,08:56:11,BR003,CUST02021,PROD092,1,284.14,0,0.16,M-Pesa,PWV42M3DBX,Physical Store,EMP027,0,Completed,284.14,0.0,284.14,45.46,329.6
TXN012168,2025-12-24,09:22:28,BR003,CUST02087,PROD092,2,294.42,0.1,0.16,Cash,,Physical Store,EMP003,0,Refunded,588.84,58.88,529.96,84.79,-614.75
TXN012169,2025-09-11,20:18:56,BR005,CUST00669,PROD025,1,56.94,0,0.16,Card,,Physical Store,EMP041,0,Completed,56.94,0.0,56.94,9.11,66.05
TXN012170,2025-02-11,13:31:17,BR003,CUST02400,PROD017,4,624.96,0.05,0.16,M-Pesa,6H62UBTBIK,WhatsApp Order,EMP027,400,Completed,2499.84,124.99,2374.85,379.98,3154.83
TXN012171,2025-03-03,11:31:03,BR003,CUST02518,PROD114,1,213.75,0.05,0.16,M-Pesa,KH2JBYC34N,Physical Store,EMP027,0,Cancelled,213.75,10.69,203.06,32.49,0
TXN012172,2025-12-28,09:33:56,BR012,CUST01714,PROD041,2,294.91,0,0.16,Card,,Physical Store,EMP060,0,Completed,589.82,0.0,589.82,94.37,684.19
TXN012173,2025-06-15,12:58:48,BR001,CUST02574,PROD073,2,310.3,0.1,0.16,M-Pesa,12LKJK5S44,WhatsApp Order,EMP025,150,Completed,620.6,62.06,558.54,89.37,797.91
TXN012174,2025-07-04,19:03:14,BR005,CUST02053,PROD120,1,1018.48,0,0.16,M-Pesa,I117A6A2DI,Physical Store,EMP053,0,Completed,1018.48,0.0,1018.48,162.96,1181.44
TXN012175,2025-09-07,20:40:09,BR002,CUST02852,PROD043,1,315.6,0.05,0.16,M-Pesa,GVQXI1CHNA,Physical Store,EMP050,0,Completed,315.6,15.78,299.82,47.97,347.79
TXN012176,2026-02-22,15:30:34,BR008,CUST01720,PROD073,3,316.37,0.05,0.16,M-Pesa,PVPMCCLBHA,Physical Store,EMP020,0,Completed,949.11,47.46,901.65,144.26,1045.91
TXN012177,2026-06-10,13:04:44,BR008,CUST02539,PROD028,3,401.05,0.15,0.16,Card,,Physical Store,EMP032,0,Completed,1203.15,180.47,1022.68,163.63,1186.31
TXN012178,2026-03-18,15:01:24,BR005,CUST01423,PROD020,1,249.19,0,0.16,Cash,,Physical Store,EMP041,0,Completed,249.19,0.0,249.19,39.87,289.06
TXN012179,2025-01-28,16:41:30,BR007,CUST01060,PROD002,3,193.66,0,0.16,M-Pesa,7RVS0IUJ07,Physical Store,EMP031,0,Refunded,580.98,0.0,580.98,92.96,-673.94
TXN012180,2026-06-15,08:46:43,BR007,CUST01557,PROD034,6,134.81,0.15,0.16,M-Pesa,9JXBCQTDUF,Physical Store,EMP055,0,Completed,808.86,121.33,687.53,110.0,797.53
TXN012181,2026-02-01,13:48:42,BR001,CUST02515,PROD059,2,233.86,0,0.16,Cash,,Physical Store,EMP037,0,Completed,467.72,0.0,467.72,74.84,542.56
TXN012182,2025-03-26,16:39:59,BR009,CUST01617,PROD043,3,314.62,0.1,0.16,M-Pesa,5TF0PRNVE7,Physical Store,EMP021,0,Completed,943.86,94.39,849.47,135.92,985.39
TXN012183,2025-10-16,15:33:11,BR005,CUST02399,PROD034,1,134.12,0.15,0.16,Card,,WhatsApp Order,EMP041,300,Completed,134.12,20.12,114.0,18.24,432.24
TXN012184,2025-04-24,19:45:56,BR001,CUST01780,PROD101,5,2960.78,0.05,0.16,M-Pesa,91SR5VWZO9,WhatsApp Order,EMP013,400,Completed,14803.9,740.2,14063.7,2250.19,16713.89
TXN012185,2025-07-08,12:55:08,BR001,CUST02055,PROD081,2,916.86,0,0.16,M-Pesa,TMGIAUPMP2,Physical Store,EMP025,0,Completed,1833.72,0.0,1833.72,293.4,2127.12
TXN012186,2026-08-02,19:59:16,BR001,CUST02956,PROD091,2,268.81,0,0.16,Bank Transfer,,Physical Store,EMP013,0,Completed,537.62,0.0,537.62,86.02,623.64
TXN012187,2025-07-11,11:15:15,BR007,CUST02874,PROD031,2,665.44,0,0.16,M-Pesa,5V0T7N21I5,WhatsApp Order,EMP019,250,Completed,1330.88,0.0,1330.88,212.94,1793.82
TXN012188,2026-05-09,13:42:18,BR012,CUST01536,PROD057,3,60.85,0.15,0.16,M-Pesa,NKJ7IUWOJP,Physical Store,EMP048,0,Completed,182.55,27.38,155.17,24.83,180.0
TXN012189,2025-07-05,18:36:26,BR005,CUST01405,PROD033,4,163.2,0,0.16,M-Pesa,Y6TLLEKRW1,Online,EMP005,350,Completed,652.8,0.0,652.8,104.45,1107.25
TXN012190,2025-08-07,08:00:52,BR002,CUST01253,PROD103,2,562.64,0,0.16,M-Pesa,IQWJ2OCZI5,Physical Store,EMP026,0,Completed,1125.28,0.0,1125.28,180.04,1305.32
TXN012191,2026-02-23,20:53:28,BR005,CUST00683,PROD019,1,233.62,0.15,0.16,Card,,Physical Store,EMP053,0,Completed,233.62,35.04,198.58,31.77,230.35
TXN012192,2025-01-04,20:09:59,BR001,CUST02189,PROD001,1,212.15,0,0.16,M-Pesa,QG67P47SYN,Physical Store,EMP037,0,Completed,212.15,0.0,212.15,33.94,246.09
TXN012193,2025-04-07,17:10:27,BR011,CUST01832,PROD033,1,164.44,0.05,0.16,M-Pesa,PK7897VGG9,Online,EMP035,250,Completed,164.44,8.22,156.22,25.0,431.22
TXN012194,2025-12-28,19:44:16,BR001,CUST00435,PROD083,4,156.41,0,0.16,M-Pesa,TIR36X167M,Online,EMP001,300,Completed,625.64,0.0,625.64,100.1,1025.74
TXN012195,2025-02-15,08:09:15,BR011,CUST01428,PROD017,3,653.41,0.05,0.16,M-Pesa,Q2EJURLMYK,Online,EMP035,150,Completed,1960.23,98.01,1862.22,297.96,2310.18
TXN012196,2026-08-16,11:15:03,BR012,CUST01990,PROD002,2,187.53,0.05,0.16,Cash,,Physical Store,EMP048,0,Completed,375.06,18.75,356.31,57.01,413.32
TXN012197,2026-03-18,16:01:28,BR008,CUST00058,PROD001,3,214.46,0,0.16,M-Pesa,KSKJ8MV3S5,Online,EMP032,150,Completed,643.38,0.0,643.38,102.94,896.32
TXN012198,2025-11-28,09:18:05,BR011,CUST00877,PROD114,1,206.96,0.05,0.16,M-Pesa,6YWJICDZ85,Online,EMP035,150,Completed,206.96,10.35,196.61,31.46,378.07
TXN012199,2025-01-29,14:39:25,BR006,CUST00862,PROD021,5,4927.03,0,0.16,Cash,,Physical Store,EMP054,0,Completed,24635.15,0.0,24635.15,3941.62,28576.77
TXN012200,2026-07-31,16:52:55,BR010,CUST01567,PROD018,3,244.61,0.05,0.16,M-Pesa,ZKINC74NDF,Physical Store,EMP058,0,Completed,733.83,36.69,697.14,111.54,808.68
TXN012201,2026-04-04,18:59:32,BR009,CUST00504,PROD072,1,619.84,0,0.16,M-Pesa,YVF74TZMMD,Physical Store,EMP021,0,Completed,619.84,0.0,619.84,99.17,719.01
TXN012202,2025-09-22,10:21:00,BR006,CUST00905,PROD052,5,128.11,0.05,0.16,Card,,Online,EMP042,350,Completed,640.55,32.03,608.52,97.36,1055.88
TXN012203,2025-02-09,15:26:45,BR002,CUST02201,PROD004,2,592.47,0.05,0.16,M-Pesa,I8MJ8D4EM7,Physical Store,EMP002,0,Completed,1184.94,59.25,1125.69,180.11,1305.8
TXN012204,2026-02-08,18:40:42,BR002,CUST01963,PROD033,5,160.2,0,0.16,M-Pesa,557ITQM5Z5,WhatsApp Order,EMP026,200,Completed,801.0,0.0,801.0,128.16,1129.16
TXN012205,2026-05-27,19:08:18,BR005,CUST01389,PROD058,1,85.15,0,0.16,M-Pesa,KPNK5TZ0DA,Physical Store,EMP029,0,Completed,85.15,0.0,85.15,13.62,98.77
TXN012206,2025-07-31,18:33:13,BR004,CUST00560,PROD069,4,3454.27,0.1,0.16,Cash,,WhatsApp Order,EMP028,400,Completed,13817.08,1381.71,12435.37,1989.66,14825.03
TXN012207,2025-03-10,13:51:03,BR011,CUST00823,PROD082,1,220.12,0.05,0.16,Cash,,Online,EMP047,150,Completed,220.12,11.01,209.11,33.46,392.57
TXN012208,2025-04-13,17:29:37,BR003,CUST02266,PROD062,4,107.97,0,0.16,M-Pesa,NDQ4CV3I6F,Physical Store,EMP051,0,Cancelled,431.88,0.0,431.88,69.1,0
TXN012209,2025-02-27,16:20:17,BR011,CUST01851,PROD021,4,4937.09,0,0.16,M-Pesa,6QAZDTIBTJ,Physical Store,EMP035,0,Completed,19748.36,0.0,19748.36,3159.74,22908.1
TXN012210,2025-08-14,16:15:53,BR003,CUST02694,PROD067,2,192.41,0,0.16,Card,,Physical Store,EMP027,0,Completed,384.82,0.0,384.82,61.57,446.39
TXN012211,2025-10-25,16:46:52,BR002,CUST01063,PROD032,3,2275.81,0,0.16,M-Pesa,MZU3BEVJ2I,Online,EMP038,250,Completed,6827.43,0.0,6827.43,1092.39,8169.82
TXN012212,2025-03-22,17:39:17,BR001,CUST02184,PROD001,2,216.11,0,0.16,M-Pesa,SS2CY5ET1O,Physical Store,EMP025,0,Completed,432.22,0.0,432.22,69.16,501.38
TXN012213,2025-05-05,16:51:51,BR001,CUST02110,PROD094,2,69.14,0.05,0.16,M-Pesa,IVJPFSKGUP,WhatsApp Order,EMP001,150,Completed,138.28,6.91,131.37,21.02,302.39
TXN012214,2026-06-15,17:14:02,BR003,CUST02089,PROD116,1,230.09,0.05,0.16,M-Pesa,KM8KNVCS4L,WhatsApp Order,EMP003,400,Completed,230.09,11.5,218.59,34.97,653.56
TXN012215,2025-08-25,18:58:52,BR002,CUST02526,PROD059,2,234.25,0.1,0.16,Cash,,Online,EMP014,150,Completed,468.5,46.85,421.65,67.46,639.11
TXN012216,2025-02-11,20:31:07,BR001,CUST02537,PROD017,3,646.17,0,0.16,M-Pesa,JIA2TIQUIH,Physical Store,EMP037,0,Completed,1938.51,0.0,1938.51,310.16,2248.67
TXN012217,2025-10-01,12:00:09,BR012,CUST00649,PROD087,3,2291.54,0,0.16,M-Pesa,XCP9348ZJH,WhatsApp Order,EMP036,0,Refunded,6874.62,0.0,6874.62,1099.94,-7974.56
TXN012218,2025-03-11,16:42:18,BR002,CUST02500,PROD053,2,4347.35,0.05,0.16,Cash,,Physical Store,EMP038,0,Cancelled,8694.7,434.74,8259.96,1321.59,0
TXN012219,2026-06-29,10:44:19,BR004,CUST00326,PROD027,5,221.24,0,0.16,Card,,Physical Store,EMP004,0,Completed,1106.2,0.0,1106.2,176.99,1283.19
TXN012220,2025-07-31,08:27:52,BR012,CUST00014,PROD022,6,180.98,0,0.16,Cash,,Physical Store,EMP024,0,Completed,1085.88,0.0,1085.88,173.74,1259.62
TXN012221,2025-02-27,20:53:26,BR002,CUST01198,PROD067,1,190.8,0.05,0.16,M-Pesa,HDTXJC83D1,Physical Store,EMP002,0,Completed,190.8,9.54,181.26,29.0,210.26
TXN012222,2025-01-31,14:02:22,BR012,CUST02152,PROD027,2,219.6,0,0.16,M-Pesa,WQRAFDV8ZL,Online,EMP060,350,Completed,439.2,0.0,439.2,70.27,859.47
TXN012223,2026-04-18,18:59:45,BR009,CUST01152,PROD106,2,307.57,0,0.16,Cash,,Physical Store,EMP021,0,Completed,615.14,0.0,615.14,98.42,713.56
TXN012224,2026-01-06,14:18:57,BR001,CUST00911,PROD005,2,3405.4,0.05,0.16,Cash,,Physical Store,EMP001,0,Completed,6810.8,340.54,6470.26,1035.24,7505.5
TXN012225,2025-01-28,13:13:01,BR008,CUST01769,PROD009,3,301.57,0.1,0.16,M-Pesa,YU34A5V13R,Physical Store,EMP044,0,Completed,904.71,90.47,814.24,130.28,944.52
TXN012226,2025-10-08,10:29:03,BR011,CUST00387,PROD118,3,280.62,0.1,0.16,M-Pesa,1X4KJIP8C4,Online,EMP047,150,Completed,841.86,84.19,757.67,121.23,1028.9
TXN012227,2025-08-29,12:08:04,BR005,CUST02556,PROD043,1,323.52,0.05,0.16,M-Pesa,R5W3CLBKPF,Physical Store,EMP005,0,Completed,323.52,16.18,307.34,49.17,356.51
TXN012228,2026-02-15,14:01:42,BR001,CUST01196,PROD012,5,189.47,0.05,0.16,M-Pesa,8HPYZKPVSL,Online,EMP049,200,Completed,947.35,47.37,899.98,144.0,1243.98
TXN012229,2025-01-31,15:55:06,BR004,CUST02147,PROD005,2,3358.38,0,0.16,M-Pesa,FA5YILV4Y5,Physical Store,EMP016,0,Completed,6716.76,0.0,6716.76,1074.68,7791.44
TXN012230,2025-03-11,20:23:41,BR011,CUST00041,PROD058,1,85.4,0,0.16,M-Pesa,GBBE95B2TU,Physical Store,EMP059,0,Completed,85.4,0.0,85.4,13.66,99.06
TXN012231,2025-10-03,20:00:49,BR009,CUST01560,PROD108,1,160.93,0,0.16,M-Pesa,H1X8YF4CRZ,WhatsApp Order,EMP009,400,Completed,160.93,0.0,160.93,25.75,586.68
TXN012232,2025-09-05,13:42:32,BR009,CUST01074,PROD090,5,50.57,0,0.16,Cash,,Physical Store,EMP021,0,Completed,252.85,0.0,252.85,40.46,293.31
TXN012233,2025-09-30,19:11:59,BR001,CUST02450,PROD041,2,308.02,0,0.16,M-Pesa,RIAQJAVCDY,Physical Store,EMP001,0,Cancelled,616.04,0.0,616.04,98.57,0
TXN012234,2025-09-04,16:51:33,BR011,CUST00305,PROD065,1,147.38,0.05,0.16,Card,,Physical Store,EMP011,0,Completed,147.38,7.37,140.01,22.4,162.41
TXN012235,2025-07-14,13:28:00,BR009,CUST00839,PROD023,8,1511.26,0,0.16,M-Pesa,DUNFVPA1R2,Physical Store,EMP045,0,Completed,12090.08,0.0,12090.08,1934.41,14024.49
TXN012236,2025-09-04,12:28:00,BR008,CUST00992,PROD083,10,161.78,0.1,0.16,Card,,WhatsApp Order,EMP020,250,Completed,1617.8,161.78,1456.02,232.96,1938.98
TXN012237,2026-06-22,20:41:48,BR011,CUST02252,PROD114,6,215.4,0.1,0.16,Cash,,WhatsApp Order,EMP035,350,Completed,1292.4,129.24,1163.16,186.11,1699.27
TXN012238,2026-08-04,16:27:54,BR008,CUST01052,PROD015,1,1165.87,0,0.16,Cash,,WhatsApp Order,EMP020,300,Completed,1165.87,0.0,1165.87,186.54,1652.41
TXN012239,2026-04-08,19:36:47,BR004,CUST02374,PROD116,2,235.83,0.05,0.16,M-Pesa,NE4BAOBVDX,Physical Store,EMP016,0,Completed,471.66,23.58,448.08,71.69,519.77
TXN012240,2025-08-30,19:37:03,BR012,CUST00946,PROD091,2,265.39,0,0.16,Card,,WhatsApp Order,EMP024,350,Completed,530.78,0.0,530.78,84.92,965.7
TXN012241,2025-11-02,17:52:16,BR003,CUST02278,PROD002,2,196.79,0,0.16,M-Pesa,7654G7KCKY,Physical Store,EMP039,0,Completed,393.58,0.0,393.58,62.97,456.55
TXN012242,2025-08-06,17:30:50,BR005,CUST02845,PROD072,2,616.26,0.05,0.16,Card,,Physical Store,EMP041,0,Completed,1232.52,61.63,1170.89,187.34,1358.23
TXN012243,2026-02-19,20:27:12,BR001,CUST00784,PROD073,2,302.66,0.05,0.16,Card,,Physical Store,EMP001,0,Completed,605.32,30.27,575.05,92.01,667.06
TXN012244,2026-06-24,08:14:41,BR012,CUST00208,PROD116,2,223.23,0,0.16,M-Pesa,8UNM7ASGRA,Physical Store,EMP012,0,Completed,446.46,0.0,446.46,71.43,517.89
TXN012245,2025-04-03,20:24:19,BR001,CUST02176,PROD100,2,618.47,0.05,0.16,M-Pesa,PZ7ZSSPCB1,Physical Store,EMP025,0,Completed,1236.94,61.85,1175.09,188.01,1363.1
TXN012246,2026-06-14,19:14:37,BR002,CUST00858,PROD006,3,514.96,0.15,0.16,M-Pesa,HRA7OHMEAG,Online,EMP002,0,Cancelled,1544.88,231.73,1313.15,210.1,0
TXN012247,2026-01-07,14:23:24,BR007,CUST00306,PROD098,3,153.48,0,0.16,Cash,,Physical Store,EMP007,0,Completed,460.44,0.0,460.44,73.67,534.11
TXN012248,2026-05-12,10:23:42,BR009,CUST02456,PROD106,1,294.3,0.15,0.16,Bank Transfer,,WhatsApp Order,EMP033,300,Completed,294.3,44.15,250.15,40.02,590.17
TXN012249,2025-10-27,08:18:09,BR001,CUST00662,PROD117,3,2411.89,0,0.16,Card,,Physical Store,EMP037,0,Completed,7235.67,0.0,7235.67,1157.71,8393.38
TXN012250,2026-02-02,13:08:32,BR006,CUST02931,PROD066,4,199.45,0,0.16,Bank Transfer,,Physical Store,EMP030,0,Completed,797.8,0.0,797.8,127.65,925.45
TXN012251,2026-06-29,09:01:46,BR001,CUST02675,PROD098,1,146.87,0.05,0.16,M-Pesa,X20375D9YB,Physical Store,EMP013,0,Completed,146.87,7.34,139.53,22.32,161.85
TXN012252,2026-01-03,09:28:43,BR002,CUST01869,PROD013,4,2188.51,0.15,0.16,Card,,Physical Store,EMP026,0,Completed,8754.04,1313.11,7440.93,1190.55,8631.48
TXN012253,2025-08-15,10:08:56,BR012,CUST02974,PROD083,2,159.22,0,0.16,M-Pesa,L5UBB16H98,Online,EMP024,400,Completed,318.44,0.0,318.44,50.95,769.39
TXN012254,2025-10-07,09:04:43,BR012,CUST00833,PROD093,2,939.02,0,0.16,M-Pesa,FRDZWB3ZPV,Physical Store,EMP012,0,Completed,1878.04,0.0,1878.04,300.49,2178.53
TXN012255,2025-05-08,11:48:22,BR004,CUST02628,PROD018,2,246.58,0.05,0.16,Bank Transfer,,Physical Store,EMP016,0,Completed,493.16,24.66,468.5,74.96,543.46
TXN012256,2025-02-21,11:16:13,BR011,CUST01919,PROD022,4,185.56,0,0.16,M-Pesa,O5W20990ZH,Physical Store,EMP023,0,Completed,742.24,0.0,742.24,118.76,861.0
TXN012257,2025-06-10,19:23:46,BR006,CUST01362,PROD058,4,84.08,0.1,0.16,Cash,,WhatsApp Order,EMP030,350,Completed,336.32,33.63,302.69,48.43,701.12
TXN012258,2026-02-06,12:59:39,BR010,CUST00528,PROD095,10,291.14,0.15,0.16,M-Pesa,WR49Z3R539,Physical Store,EMP034,0,Completed,2911.4,436.71,2474.69,395.95,2870.64
TXN012259,2025-06-06,10:46:24,BR005,CUST02790,PROD057,2,62.37,0.05,0.16,Bank Transfer,,Physical Store,EMP005,0,Completed,124.74,6.24,118.5,18.96,137.46
TXN012260,2026-03-19,20:50:29,BR001,CUST02317,PROD023,1,1467.21,0.15,0.16,Cash,,Online,EMP013,0,Refunded,1467.21,220.08,1247.13,199.54,-1446.67
TXN012261,2026-02-22,09:07:39,BR002,CUST00553,PROD028,4,393.11,0.1,0.16,M-Pesa,QNHL2QOBB6,WhatsApp Order,EMP014,150,Completed,1572.44,157.24,1415.2,226.43,1791.63
TXN012262,2025-05-02,09:19:09,BR001,CUST01025,PROD025,1,56.35,0,0.16,M-Pesa,QB9RCNSRA5,Physical Store,EMP025,0,Completed,56.35,0.0,56.35,9.02,65.37
TXN012263,2025-04-27,20:03:39,BR001,CUST01648,PROD091,2,265.55,0.15,0.16,Card,,Online,EMP025,250,Completed,531.1,79.67,451.43,72.23,773.66
TXN012264,2026-04-24,10:09:26,BR006,CUST02364,PROD113,2,715.9,0,0.16,Card,,Physical Store,EMP006,0,Completed,1431.8,0.0,1431.8,229.09,1660.89
TXN012265,2025-05-03,15:16:22,BR001,CUST01200,PROD120,1,991.53,0,0.16,Cash,,Physical Store,EMP001,0,Completed,991.53,0.0,991.53,158.64,1150.17
