Expense_ID,Date,Branch_ID,Expense_Category,Amount_KES,Payment_Status
EXP000904,2025-10-13,BR005,Staff Welfare,20954.74,Paid
EXP000905,2025-10-08,BR006,Rent,251525.0,Pending
EXP000906,2025-10-07,BR006,Electricity,42354.74,Paid
EXP000907,2025-10-08,BR006,Internet,26808.06,Paid
EXP000908,2025-10-20,BR006,Transport,32768.59,Paid
EXP000909,2025-10-09,BR006,Marketing,45517.19,Paid
EXP000910,2025-10-24,BR006,Security,37017.74,Pending
EXP000911,2025-10-09,BR006,Maintenance,31456.22,Paid
EXP000912,2025-10-08,BR006,Staff Welfare,6105.73,Paid
EXP000913,2025-10-17,BR007,Rent,285425.53,Paid
EXP000914,2025-10-24,BR007,Electricity,82467.71,Paid
EXP000915,2025-10-16,BR007,Internet,18637.05,Pending
EXP000916,2025-10-16,BR007,Transport,23195.72,Pending
EXP000917,2025-10-25,BR007,Marketing,58543.85,Paid
EXP000918,2025-10-03,BR007,Security,32520.04,Pending
EXP000919,2025-10-15,BR007,Maintenance,8324.21,Paid
EXP000920,2025-10-07,BR007,Staff Welfare,19499.23,Paid
EXP000921,2025-10-21,BR008,Rent,227814.44,Paid
EXP000922,2025-10-03,BR008,Electricity,79642.29,Paid
EXP000923,2025-10-06,BR008,Internet,21141.92,Paid
EXP000924,2025-10-02,BR008,Transport,34117.18,Paid
EXP000925,2025-10-10,BR008,Marketing,64604.09,Paid
EXP000926,2025-10-20,BR008,Security,31789.07,Pending
EXP000927,2025-10-04,BR008,Maintenance,38091.45,Paid
EXP000928,2025-10-02,BR008,Staff Welfare,27286.27,Paid
EXP000929,2025-10-17,BR009,Rent,212669.58,Paid
EXP000930,2025-10-14,BR009,Electricity,52077.16,Paid
EXP000931,2025-10-17,BR009,Internet,25449.74,Pending
EXP000932,2025-10-05,BR009,Transport,30212.21,Pending
EXP000933,2025-10-09,BR009,Marketing,62719.27,Paid
EXP000934,2025-10-18,BR009,Security,21802.0,Paid
EXP000935,2025-10-04,BR009,Maintenance,9418.79,Pending
EXP000936,2025-10-23,BR009,Staff Welfare,9885.26,Paid
EXP000937,2025-10-24,BR010,Rent,167334.33,Pending
EXP000938,2025-10-19,BR010,Electricity,66160.09,Paid
EXP000939,2025-10-15,BR010,Internet,29016.65,Pending
EXP000940,2025-10-12,BR010,Transport,34335.62,Paid
EXP000941,2025-10-24,BR010,Marketing,78740.51,Paid
EXP000942,2025-10-18,BR010,Security,29116.41,Paid
EXP000943,2025-10-05,BR010,Maintenance,27698.7,Pending
EXP000944,2025-10-20,BR010,Staff Welfare,16685.58,Paid
EXP000945,2025-10-26,BR011,Rent,184499.24,Paid
EXP000946,2025-10-11,BR011,Electricity,52043.92,Paid
EXP000947,2025-10-26,BR011,Internet,19344.16,Pending
EXP000948,2025-10-22,BR011,Transport,35661.6,Paid
EXP000949,2025-10-06,BR011,Marketing,62016.72,Paid
EXP000950,2025-10-09,BR011,Security,34383.81,Paid
EXP000951,2025-10-16,BR011,Maintenance,12677.35,Paid
EXP000952,2025-10-03,BR011,Staff Welfare,31949.9,Paid
EXP000953,2025-10-13,BR012,Rent,146771.32,Paid
EXP000954,2025-10-07,BR012,Electricity,42087.61,Paid
EXP000955,2025-10-08,BR012,Internet,18054.08,Paid
EXP000956,2025-10-03,BR012,Transport,35564.07,Paid
EXP000957,2025-10-14,BR012,Marketing,27361.02,Paid
EXP000958,2025-10-15,BR012,Security,35419.12,Paid
EXP000959,2025-10-22,BR012,Maintenance,41371.4,Paid
EXP000960,2025-10-13,BR012,Staff Welfare,19496.46,Paid
EXP000961,2025-11-19,BR001,Rent,405969.54,Paid
EXP000962,2025-11-24,BR001,Electricity,37350.75,Paid
EXP000963,2025-11-02,BR001,Internet,27049.33,Pending
EXP000964,2025-11-25,BR001,Transport,28462.71,Pending
EXP000965,2025-11-15,BR001,Marketing,24761.26,Paid
EXP000966,2025-11-18,BR001,Security,33715.54,Pending
EXP000967,2025-11-08,BR001,Maintenance,35043.83,Paid
EXP000968,2025-11-07,BR001,Staff Welfare,12996.11,Paid
EXP000969,2025-11-20,BR002,Rent,373437.94,Paid
EXP000970,2025-11-19,BR002,Electricity,67580.76,Pending
EXP000971,2025-11-07,BR002,Internet,18229.0,Paid
EXP000972,2025-11-13,BR002,Transport,43177.23,Paid
EXP000973,2025-11-09,BR002,Marketing,59599.19,Paid
EXP000974,2025-11-26,BR002,Security,35198.07,Paid
EXP000975,2025-11-14,BR002,Maintenance,13278.86,Paid
EXP000976,2025-11-13,BR002,Staff Welfare,13226.96,Paid
EXP000977,2025-11-21,BR003,Rent,248406.68,Pending
EXP000978,2025-11-05,BR003,Electricity,37893.13,Paid
EXP000979,2025-11-25,BR003,Internet,20365.92,Paid
EXP000980,2025-11-14,BR003,Transport,33842.5,Paid
EXP000981,2025-11-16,BR003,Marketing,87628.23,Paid
EXP000982,2025-11-26,BR003,Security,22410.76,Paid
EXP000983,2025-11-06,BR003,Maintenance,41370.18,Paid
EXP000984,2025-11-24,BR003,Staff Welfare,9195.25,Pending
EXP000985,2025-11-19,BR004,Rent,182200.29,Paid
EXP000986,2025-11-06,BR004,Electricity,56523.86,Paid
EXP000987,2025-11-25,BR004,Internet,24790.78,Pending
EXP000988,2025-11-17,BR004,Transport,46266.61,Pending
EXP000989,2025-11-13,BR004,Marketing,46276.49,Pending
EXP000990,2025-11-03,BR004,Security,39378.06,Pending
EXP000991,2025-11-22,BR004,Maintenance,29304.54,Paid
EXP000992,2025-11-26,BR004,Staff Welfare,27035.74,Paid
EXP000993,2025-11-17,BR005,Rent,216666.99,Paid
EXP000994,2025-11-04,BR005,Electricity,67297.9,Paid
EXP000995,2025-11-24,BR005,Internet,21582.68,Pending
EXP000996,2025-11-14,BR005,Transport,46146.6,Pending
EXP000997,2025-11-18,BR005,Marketing,70303.43,Pending
EXP000998,2025-11-06,BR005,Security,34029.29,Paid
EXP000999,2025-11-03,BR005,Maintenance,25151.18,Pending
EXP001000,2025-11-05,BR005,Staff Welfare,25149.4,Paid
EXP001001,2025-11-17,BR006,Rent,238399.31,Paid
EXP001002,2025-11-11,BR006,Electricity,34659.14,Paid
EXP001003,2025-11-11,BR006,Internet,13954.05,Pending
EXP001004,2025-11-14,BR006,Transport,64507.45,Paid
EXP001005,2025-11-24,BR006,Marketing,79980.25,Paid
EXP001006,2025-11-21,BR006,Security,19740.33,Pending
EXP001007,2025-11-10,BR006,Maintenance,31468.12,Paid
EXP001008,2025-11-07,BR006,Staff Welfare,9357.57,Paid
EXP001009,2025-11-10,BR007,Rent,290571.71,Paid
EXP001010,2025-11-19,BR007,Electricity,58927.67,Paid
EXP001011,2025-11-24,BR007,Internet,17909.89,Paid
EXP001012,2025-11-18,BR007,Transport,25739.79,Paid
EXP001013,2025-11-13,BR007,Marketing,88102.08,Paid
EXP001014,2025-11-13,BR007,Security,34496.96,Pending
EXP001015,2025-11-01,BR007,Maintenance,47334.19,Pending
EXP001016,2025-11-24,BR007,Staff Welfare,27845.71,Pending
EXP001017,2025-11-21,BR008,Rent,231835.97,Pending
EXP001018,2025-11-26,BR008,Electricity,41424.15,Pending
EXP001019,2025-11-11,BR008,Internet,17456.7,Paid
EXP001020,2025-11-09,BR008,Transport,36692.91,Paid
EXP001021,2025-11-26,BR008,Marketing,68178.98,Pending
EXP001022,2025-11-08,BR008,Security,44365.54,Pending
EXP001023,2025-11-02,BR008,Maintenance,13070.54,Paid
EXP001024,2025-11-26,BR008,Staff Welfare,16581.98,Paid
EXP001025,2025-11-16,BR009,Rent,216922.82,Pending
EXP001026,2025-11-09,BR009,Electricity,81944.73,Paid
EXP001027,2025-11-05,BR009,Internet,18335.06,Paid
EXP001028,2025-11-25,BR009,Transport,59194.62,Paid
EXP001029,2025-11-14,BR009,Marketing,42047.56,Paid
EXP001030,2025-11-18,BR009,Security,35463.13,Paid
EXP001031,2025-11-02,BR009,Maintenance,13977.61,Pending
EXP001032,2025-11-26,BR009,Staff Welfare,17778.31,Paid
EXP001033,2025-11-25,BR010,Rent,162398.01,Paid
EXP001034,2025-11-22,BR010,Electricity,76164.71,Pending
EXP001035,2025-11-02,BR010,Internet,13274.96,Paid
EXP001036,2025-11-15,BR010,Transport,42851.22,Paid
EXP001037,2025-11-13,BR010,Marketing,62804.75,Paid
EXP001038,2025-11-02,BR010,Security,34105.2,Paid
EXP001039,2025-11-09,BR010,Maintenance,38780.08,Pending
EXP001040,2025-11-25,BR010,Staff Welfare,23200.36,Paid
EXP001041,2025-11-02,BR011,Rent,185732.97,Paid
EXP001042,2025-11-05,BR011,Electricity,69713.59,Pending
EXP001043,2025-11-20,BR011,Internet,16685.53,Paid
EXP001044,2025-11-13,BR011,Transport,30635.15,Pending
EXP001045,2025-11-10,BR011,Marketing,88667.56,Paid
EXP001046,2025-11-24,BR011,Security,43693.96,Pending
EXP001047,2025-11-05,BR011,Maintenance,48520.63,Paid
EXP001048,2025-11-07,BR011,Staff Welfare,31441.3,Paid
EXP001049,2025-11-14,BR012,Rent,151062.97,Paid
EXP001050,2025-11-02,BR012,Electricity,36380.18,Paid
EXP001051,2025-11-10,BR012,Internet,27046.15,Paid
EXP001052,2025-11-24,BR012,Transport,68267.26,Pending
EXP001053,2025-11-21,BR012,Marketing,44256.12,Paid
EXP001054,2025-11-13,BR012,Security,43303.61,Paid
EXP001055,2025-11-05,BR012,Maintenance,18470.2,Pending
EXP001056,2025-11-22,BR012,Staff Welfare,29928.08,Paid
EXP001057,2025-12-16,BR001,Rent,423794.92,Paid
EXP001058,2025-12-19,BR001,Electricity,73579.41,Pending
EXP001059,2025-12-12,BR001,Internet,24539.37,Paid
EXP001060,2025-12-24,BR001,Transport,21710.27,Paid
EXP001061,2025-12-17,BR001,Marketing,88343.14,Paid
EXP001062,2025-12-23,BR001,Security,24003.7,Paid
EXP001063,2025-12-04,BR001,Maintenance,36750.37,Paid
EXP001064,2025-12-07,BR001,Staff Welfare,14046.8,Paid
EXP001065,2025-12-14,BR002,Rent,405740.99,Paid
EXP001066,2025-12-24,BR002,Electricity,53290.71,Pending
EXP001067,2025-12-11,BR002,Internet,13340.31,Pending
EXP001068,2025-12-07,BR002,Transport,51076.85,Paid
EXP001069,2025-12-07,BR002,Marketing,78995.4,Pending
EXP001070,2025-12-21,BR002,Security,25123.98,Paid
EXP001071,2025-12-26,BR002,Maintenance,16417.65,Pending
EXP001072,2025-12-22,BR002,Staff Welfare,18881.61,Paid
EXP001073,2025-12-20,BR003,Rent,242834.89,Paid
EXP001074,2025-12-15,BR003,Electricity,61416.97,Paid
EXP001075,2025-12-01,BR003,Internet,16319.26,Paid
EXP001076,2025-12-09,BR003,Transport,54461.6,Paid
EXP001077,2025-12-16,BR003,Marketing,70908.8,Paid
EXP001078,2025-12-19,BR003,Security,18398.75,Paid
EXP001079,2025-12-07,BR003,Maintenance,26777.41,Paid
EXP001080,2025-12-25,BR003,Staff Welfare,21960.78,Paid
EXP001081,2025-12-21,BR004,Rent,188030.31,Paid
EXP001082,2025-12-04,BR004,Electricity,84471.28,Pending
EXP001083,2025-12-03,BR004,Internet,28500.37,Paid
EXP001084,2025-12-15,BR004,Transport,51417.76,Pending
EXP001085,2025-12-03,BR004,Marketing,22689.31,Paid
EXP001086,2025-12-21,BR004,Security,23077.92,Paid
EXP001087,2025-12-19,BR004,Maintenance,16428.2,Paid
EXP001088,2025-12-26,BR004,Staff Welfare,29970.01,Paid
EXP001089,2025-12-13,BR005,Rent,218075.67,Paid
EXP001090,2025-12-20,BR005,Electricity,48866.66,Paid
EXP001091,2025-12-14,BR005,Internet,21431.43,Paid
EXP001092,2025-12-17,BR005,Transport,23097.23,Paid
EXP001093,2025-12-03,BR005,Marketing,56053.34,Paid
EXP001094,2025-12-11,BR005,Security,27569.58,Paid
EXP001095,2025-12-15,BR005,Maintenance,19806.63,Pending
EXP001096,2025-12-16,BR005,Staff Welfare,26232.72,Paid
EXP001097,2025-12-14,BR006,Rent,249758.8,Paid
EXP001098,2025-12-05,BR006,Electricity,32429.62,Paid
EXP001099,2025-12-10,BR006,Internet,21041.71,Paid
EXP001100,2025-12-20,BR006,Transport,33331.88,Pending
EXP001101,2025-12-17,BR006,Marketing,62774.19,Paid
EXP001102,2025-12-09,BR006,Security,33601.96,Paid
EXP001103,2025-12-07,BR006,Maintenance,8347.92,Paid
EXP001104,2025-12-08,BR006,Staff Welfare,6186.76,Paid
EXP001105,2025-12-19,BR007,Rent,269336.53,Paid
EXP001106,2025-12-26,BR007,Electricity,63348.46,Pending
EXP001107,2025-12-20,BR007,Internet,15581.9,Paid
EXP001108,2025-12-19,BR007,Transport,56048.2,Paid
EXP001109,2025-12-26,BR007,Marketing,42612.19,Paid
EXP001110,2025-12-12,BR007,Security,25678.87,Pending
EXP001111,2025-12-01,BR007,Maintenance,38110.69,Paid
EXP001112,2025-12-19,BR007,Staff Welfare,15225.12,Pending
EXP001113,2025-12-20,BR008,Rent,240852.28,Paid
EXP001114,2025-12-14,BR008,Electricity,39142.36,Pending
EXP001115,2025-12-24,BR008,Internet,27735.23,Paid
EXP001116,2025-12-13,BR008,Transport,62502.22,Paid
EXP001117,2025-12-03,BR008,Marketing,20099.55,Paid
EXP001118,2025-12-17,BR008,Security,22811.69,Pending
EXP001119,2025-12-07,BR008,Maintenance,41884.55,Paid
EXP001120,2025-12-24,BR008,Staff Welfare,34236.59,Pending
EXP001121,2025-12-18,BR009,Rent,226748.75,Paid
EXP001122,2025-12-13,BR009,Electricity,38010.63,Paid
EXP001123,2025-12-02,BR009,Internet,18708.1,Paid
EXP001124,2025-12-19,BR009,Transport,19950.98,Paid
EXP001125,2025-12-07,BR009,Marketing,40869.93,Paid
EXP001126,2025-12-24,BR009,Security,44777.53,Paid
EXP001127,2025-12-06,BR009,Maintenance,7593.21,Paid
EXP001128,2025-12-07,BR009,Staff Welfare,15379.67,Paid
EXP001129,2025-12-16,BR010,Rent,163150.8,Pending
EXP001130,2025-12-19,BR010,Electricity,41813.37,Paid
EXP001131,2025-12-11,BR010,Internet,21914.8,Paid
EXP001132,2025-12-20,BR010,Transport,42964.8,Pending
EXP001133,2025-12-18,BR010,Marketing,16811.2,Paid
EXP001134,2025-12-10,BR010,Security,28432.21,Paid
EXP001135,2025-12-23,BR010,Maintenance,24182.52,Paid
EXP001136,2025-12-23,BR010,Staff Welfare,7774.31,Pending
EXP001137,2025-12-18,BR011,Rent,193104.14,Paid
EXP001138,2025-12-08,BR011,Electricity,62555.36,Paid
EXP001139,2025-12-01,BR011,Internet,14090.28,Paid
EXP001140,2025-12-13,BR011,Transport,29058.77,Paid
EXP001141,2025-12-17,BR011,Marketing,51151.63,Paid
EXP001142,2025-12-09,BR011,Security,24642.57,Paid
EXP001143,2025-12-24,BR011,Maintenance,27712.51,Paid
EXP001144,2025-12-16,BR011,Staff Welfare,17675.94,Paid
EXP001145,2025-12-05,BR012,Rent,145235.03,Pending
EXP001146,2025-12-08,BR012,Electricity,84185.56,Pending
EXP001147,2025-12-15,BR012,Internet,26869.97,Paid
EXP001148,2025-12-05,BR012,Transport,57776.57,Pending
EXP001149,2025-12-06,BR012,Marketing,22118.25,Paid
EXP001150,2025-12-12,BR012,Security,41777.69,Pending
EXP001151,2025-12-13,BR012,Maintenance,19742.36,Paid
EXP001152,2025-12-12,BR012,Staff Welfare,28736.99,Pending
EXP001153,2026-01-04,BR001,Rent,434215.48,Pending
EXP001154,2026-01-21,BR001,Electricity,61512.69,Paid
EXP001155,2026-01-01,BR001,Internet,27199.95,Paid
EXP001156,2026-01-26,BR001,Transport,22882.75,Paid
EXP001157,2026-01-11,BR001,Marketing,61964.98,Paid
EXP001158,2026-01-26,BR001,Security,34096.14,Pending
EXP001159,2026-01-02,BR001,Maintenance,27072.55,Pending
EXP001160,2026-01-22,BR001,Staff Welfare,12555.97,Paid
EXP001161,2026-01-21,BR002,Rent,396314.69,Paid
EXP001162,2026-01-03,BR002,Electricity,75426.46,Paid
EXP001163,2026-01-09,BR002,Internet,22963.39,Paid
EXP001164,2026-01-25,BR002,Transport,57865.78,Paid
EXP001165,2026-01-19,BR002,Marketing,42262.61,Paid
EXP001166,2026-01-22,BR002,Security,43056.44,Paid
EXP001167,2026-01-13,BR002,Maintenance,44891.1,Pending
EXP001168,2026-01-22,BR002,Staff Welfare,11672.36,Paid
EXP001169,2026-01-11,BR003,Rent,247416.91,Paid
EXP001170,2026-01-03,BR003,Electricity,31411.11,Pending
EXP001171,2026-01-26,BR003,Internet,26203.51,Paid
EXP001172,2026-01-21,BR003,Transport,42947.97,Pending
EXP001173,2026-01-09,BR003,Marketing,32011.73,Paid
EXP001174,2026-01-09,BR003,Security,44067.85,Pending
EXP001175,2026-01-09,BR003,Maintenance,33641.03,Paid
EXP001176,2026-01-15,BR003,Staff Welfare,34823.72,Paid
EXP001177,2026-01-24,BR004,Rent,187378.89,Paid
EXP001178,2026-01-08,BR004,Electricity,84411.92,Paid
EXP001179,2026-01-24,BR004,Internet,19256.75,Paid
EXP001180,2026-01-13,BR004,Transport,45561.78,Pending
EXP001181,2026-01-16,BR004,Marketing,27247.87,Paid
EXP001182,2026-01-15,BR004,Security,25251.53,Paid
EXP001183,2026-01-04,BR004,Maintenance,39982.46,Pending
EXP001184,2026-01-13,BR004,Staff Welfare,11918.19,Paid
EXP001185,2026-01-23,BR005,Rent,212598.5,Paid
EXP001186,2026-01-07,BR005,Electricity,44460.58,Paid
EXP001187,2026-01-11,BR005,Internet,25118.06,Paid
EXP001188,2026-01-17,BR005,Transport,37219.13,Paid
EXP001189,2026-01-01,BR005,Marketing,74994.54,Paid
EXP001190,2026-01-07,BR005,Security,25402.08,Pending
EXP001191,2026-01-16,BR005,Maintenance,6731.5,Paid
EXP001192,2026-01-05,BR005,Staff Welfare,33251.81,Paid
EXP001193,2026-01-15,BR006,Rent,244046.54,Paid
EXP001194,2026-01-06,BR006,Electricity,50603.12,Pending
EXP001195,2026-01-26,BR006,Internet,19783.65,Paid
EXP001196,2026-01-01,BR006,Transport,53206.91,Paid
EXP001197,2026-01-01,BR006,Marketing,82419.1,Paid
EXP001198,2026-01-15,BR006,Security,25181.23,Pending
EXP001199,2026-01-23,BR006,Maintenance,16659.37,Paid
EXP001200,2026-01-17,BR006,Staff Welfare,34854.63,Pending
EXP001201,2026-01-05,BR007,Rent,273932.48,Paid
EXP001202,2026-01-07,BR007,Electricity,78319.78,Pending
EXP001203,2026-01-16,BR007,Internet,23761.06,Paid
EXP001204,2026-01-07,BR007,Transport,68759.4,Paid
EXP001205,2026-01-02,BR007,Marketing,78166.28,Paid
EXP001206,2026-01-08,BR007,Security,44783.36,Pending
EXP001207,2026-01-03,BR007,Maintenance,42339.47,Paid
EXP001208,2026-01-22,BR007,Staff Welfare,26530.88,Pending
EXP001209,2026-01-15,BR008,Rent,237208.49,Paid
EXP001210,2026-01-11,BR008,Electricity,31818.58,Paid
EXP001211,2026-01-05,BR008,Internet,14637.24,Paid
EXP001212,2026-01-21,BR008,Transport,30593.78,Paid
EXP001213,2026-01-21,BR008,Marketing,40761.84,Paid
EXP001214,2026-01-01,BR008,Security,25341.09,Paid
EXP001215,2026-01-06,BR008,Maintenance,14460.64,Paid
EXP001216,2026-01-01,BR008,Staff Welfare,14603.98,Paid
EXP001217,2026-01-18,BR009,Rent,222496.25,Pending
EXP001218,2026-01-25,BR009,Electricity,28677.84,Pending
EXP001219,2026-01-22,BR009,Internet,27393.6,Paid
EXP001220,2026-01-21,BR009,Transport,53883.36,Pending
EXP001221,2026-01-13,BR009,Marketing,45011.64,Paid
EXP001222,2026-01-06,BR009,Security,41143.97,Paid
EXP001223,2026-01-15,BR009,Maintenance,27850.71,Paid
EXP001224,2026-01-10,BR009,Staff Welfare,32300.41,Pending
EXP001225,2026-01-13,BR010,Rent,161293.81,Pending
EXP001226,2026-01-17,BR010,Electricity,67021.4,Paid
EXP001227,2026-01-14,BR010,Internet,23282.79,Paid
EXP001228,2026-01-04,BR010,Transport,16900.88,Paid
EXP001229,2026-01-11,BR010,Marketing,56150.94,Paid
EXP001230,2026-01-23,BR010,Security,21901.98,Paid
EXP001231,2026-01-22,BR010,Maintenance,40290.58,Paid
EXP001232,2026-01-07,BR010,Staff Welfare,23782.13,Pending
EXP001233,2026-01-05,BR011,Rent,192342.17,Paid
EXP001234,2026-01-21,BR011,Electricity,37731.08,Paid
EXP001235,2026-01-06,BR011,Internet,19998.83,Paid
EXP001236,2026-01-11,BR011,Transport,59309.3,Paid
EXP001237,2026-01-18,BR011,Marketing,26293.45,Pending
EXP001238,2026-01-05,BR011,Security,42340.93,Paid
EXP001239,2026-01-20,BR011,Maintenance,25514.19,Paid
EXP001240,2026-01-23,BR011,Staff Welfare,25768.9,Paid
EXP001241,2026-01-25,BR012,Rent,145798.45,Paid
EXP001242,2026-01-23,BR012,Electricity,75563.61,Paid
EXP001243,2026-01-08,BR012,Internet,17141.63,Pending
EXP001244,2026-01-11,BR012,Transport,15443.99,Paid
EXP001245,2026-01-13,BR012,Marketing,21150.57,Paid
EXP001246,2026-01-22,BR012,Security,23322.03,Paid
EXP001247,2026-01-20,BR012,Maintenance,45437.08,Paid
EXP001248,2026-01-11,BR012,Staff Welfare,11257.4,Paid
EXP001249,2026-02-11,BR001,Rent,425299.42,Paid
EXP001250,2026-02-17,BR001,Electricity,64272.44,Paid
EXP001251,2026-02-13,BR001,Internet,28497.52,Pending
EXP001252,2026-02-18,BR001,Transport,65693.82,Paid
EXP001253,2026-02-04,BR001,Marketing,74014.29,Paid
EXP001254,2026-02-15,BR001,Security,40463.43,Pending
EXP001255,2026-02-06,BR001,Maintenance,47101.89,Paid
EXP001256,2026-02-07,BR001,Staff Welfare,21304.29,Pending
EXP001257,2026-02-08,BR002,Rent,382589.34,Paid
EXP001258,2026-02-09,BR002,Electricity,68747.62,Pending
EXP001259,2026-02-19,BR002,Internet,23860.33,Paid
EXP001260,2026-02-13,BR002,Transport,51614.0,Pending
EXP001261,2026-02-01,BR002,Marketing,21366.0,Pending
EXP001262,2026-02-11,BR002,Security,42489.76,Paid
EXP001263,2026-02-25,BR002,Maintenance,12164.69,Paid
EXP001264,2026-02-15,BR002,Staff Welfare,28661.55,Paid
EXP001265,2026-02-17,BR003,Rent,250336.0,Paid
EXP001266,2026-02-10,BR003,Electricity,80850.72,Pending
EXP001267,2026-02-21,BR003,Internet,26101.99,Paid
EXP001268,2026-02-01,BR003,Transport,61308.94,Paid
EXP001269,2026-02-08,BR003,Marketing,72727.96,Paid
EXP001270,2026-02-08,BR003,Security,18510.41,Pending
EXP001271,2026-02-19,BR003,Maintenance,11487.78,Paid
EXP001272,2026-02-08,BR003,Staff Welfare,12376.29,Paid
EXP001273,2026-02-10,BR004,Rent,187006.96,Paid
EXP001274,2026-02-13,BR004,Electricity,28343.44,Pending
EXP001275,2026-02-03,BR004,Internet,25622.15,Pending
EXP001276,2026-02-07,BR004,Transport,68896.3,Pending
EXP001277,2026-02-26,BR004,Marketing,39253.9,Paid
EXP001278,2026-02-23,BR004,Security,27080.97,Pending
EXP001279,2026-02-12,BR004,Maintenance,25297.66,Paid
EXP001280,2026-02-22,BR004,Staff Welfare,15200.07,Paid
EXP001281,2026-02-19,BR005,Rent,215119.49,Paid
EXP001282,2026-02-18,BR005,Electricity,75278.73,Paid
EXP001283,2026-02-15,BR005,Internet,24448.41,Paid
EXP001284,2026-02-07,BR005,Transport,63306.06,Paid
EXP001285,2026-02-04,BR005,Marketing,52527.09,Paid
EXP001286,2026-02-14,BR005,Security,21709.69,Paid
EXP001287,2026-02-06,BR005,Maintenance,49827.2,Pending
EXP001288,2026-02-26,BR005,Staff Welfare,18633.87,Paid
EXP001289,2026-02-09,BR006,Rent,255913.8,Paid
EXP001290,2026-02-26,BR006,Electricity,72557.47,Paid
EXP001291,2026-02-01,BR006,Internet,29010.11,Pending
EXP001292,2026-02-17,BR006,Transport,25801.62,Paid
EXP001293,2026-02-11,BR006,Marketing,69488.18,Paid
EXP001294,2026-02-21,BR006,Security,32475.58,Paid
EXP001295,2026-02-12,BR006,Maintenance,36702.01,Pending
EXP001296,2026-02-14,BR006,Staff Welfare,27203.26,Paid
EXP001297,2026-02-16,BR007,Rent,274130.23,Paid
EXP001298,2026-02-11,BR007,Electricity,42802.69,Pending
EXP001299,2026-02-09,BR007,Internet,27372.27,Paid
EXP001300,2026-02-20,BR007,Transport,50044.28,Paid
EXP001301,2026-02-26,BR007,Marketing,52795.15,Paid
EXP001302,2026-02-02,BR007,Security,37446.23,Paid
EXP001303,2026-02-25,BR007,Maintenance,27545.39,Paid
EXP001304,2026-02-13,BR007,Staff Welfare,11310.02,Paid
EXP001305,2026-02-15,BR008,Rent,228191.53,Paid
EXP001306,2026-02-19,BR008,Electricity,79466.91,Paid
EXP001307,2026-02-22,BR008,Internet,14325.72,Paid
EXP001308,2026-02-24,BR008,Transport,64290.58,Pending
EXP001309,2026-02-12,BR008,Marketing,50626.23,Pending
EXP001310,2026-02-02,BR008,Security,24151.44,Pending
EXP001311,2026-02-11,BR008,Maintenance,37370.44,Pending
EXP001312,2026-02-12,BR008,Staff Welfare,8684.38,Paid
EXP001313,2026-02-14,BR009,Rent,221557.5,Paid
EXP001314,2026-02-14,BR009,Electricity,50054.6,Paid
EXP001315,2026-02-24,BR009,Internet,20172.78,Paid
EXP001316,2026-02-17,BR009,Transport,46539.52,Paid
EXP001317,2026-02-05,BR009,Marketing,23713.96,Paid
EXP001318,2026-02-13,BR009,Security,42356.3,Paid
EXP001319,2026-02-22,BR009,Maintenance,6591.07,Paid
EXP001320,2026-02-04,BR009,Staff Welfare,31867.79,Paid
EXP001321,2026-02-07,BR010,Rent,157779.31,Paid
EXP001322,2026-02-06,BR010,Electricity,60836.63,Pending
EXP001323,2026-02-26,BR010,Internet,24920.94,Paid
EXP001324,2026-02-05,BR010,Transport,46716.52,Paid
EXP001325,2026-02-13,BR010,Marketing,27308.88,Paid
EXP001326,2026-02-02,BR010,Security,19443.57,Pending
EXP001327,2026-02-07,BR010,Maintenance,29650.42,Paid
EXP001328,2026-02-24,BR010,Staff Welfare,18386.31,Pending
EXP001329,2026-02-17,BR011,Rent,190949.49,Paid
EXP001330,2026-02-23,BR011,Electricity,58044.2,Paid
EXP001331,2026-02-13,BR011,Internet,26518.77,Paid
EXP001332,2026-02-01,BR011,Transport,41752.35,Paid
EXP001333,2026-02-04,BR011,Marketing,10418.41,Paid
EXP001334,2026-02-16,BR011,Security,43955.47,Paid
EXP001335,2026-02-06,BR011,Maintenance,39059.47,Paid
EXP001336,2026-02-08,BR011,Staff Welfare,13827.27,Paid
EXP001337,2026-02-01,BR012,Rent,146872.03,Pending
EXP001338,2026-02-26,BR012,Electricity,28528.72,Paid
EXP001339,2026-02-09,BR012,Internet,16818.38,Paid
EXP001340,2026-02-08,BR012,Transport,29636.34,Pending
EXP001341,2026-02-13,BR012,Marketing,36212.55,Pending
EXP001342,2026-02-10,BR012,Security,20317.69,Paid
EXP001343,2026-02-14,BR012,Maintenance,9178.94,Pending
EXP001344,2026-02-10,BR012,Staff Welfare,10522.73,Paid
EXP001345,2026-03-02,BR001,Rent,417313.79,Paid
EXP001346,2026-03-07,BR001,Electricity,27882.51,Pending
EXP001347,2026-03-17,BR001,Internet,23426.06,Paid
EXP001348,2026-03-03,BR001,Transport,40277.42,Paid
EXP001349,2026-03-11,BR001,Marketing,57786.01,Pending
EXP001350,2026-03-19,BR001,Security,34447.22,Paid
EXP001351,2026-03-18,BR001,Maintenance,28476.34,Paid
EXP001352,2026-03-16,BR001,Staff Welfare,15063.5,Pending
EXP001353,2026-03-04,BR002,Rent,375630.29,Paid
EXP001354,2026-03-26,BR002,Electricity,52327.23,Paid
EXP001355,2026-03-08,BR002,Internet,23014.16,Paid
